datetime,open_interest
2024-04-26 05:00:00,723085500.09724
2024-04-26 04:00:00,715762158.66453
2024-04-26 03:00:00,705808789.12898
2024-04-26 02:00:00,711087931.80328
2024-04-26 01:00:00,705954341.94074
2024-04-26 00:00:00,700743976.8785
2024-04-25 23:00:00,699687204.4151201
2024-04-25 22:00:00,703649122.5977601
2024-04-25 21:00:00,703235646.18812
2024-04-25 20:00:00,717762173.81861
2024-04-25 19:00:00,721214385.16395
2024-04-25 18:00:00,721624822.7894801
2024-04-25 17:00:00,718951016.8942001
2024-04-25 16:00:00,716414511.28854
2024-04-25 15:00:00,715451096.6399801
2024-04-25 14:00:00,705503262.1249001
2024-04-25 13:00:00,704725217.2525
2024-04-25 12:00:00,708967844.39996
2024-04-25 11:00:00,691986389.1104001
2024-04-25 10:00:00,696038445.43715
2024-04-25 09:00:00,701807238.2283201
2024-04-25 08:00:00,717614061.0300001
2024-04-25 07:00:00,717040467.1379701
2024-04-25 06:00:00,714954796.36284
2024-04-25 05:00:00,714995706.7054
2024-04-25 04:00:00,704689937.9498
2024-04-25 03:00:00,704571534.8248
2024-04-25 02:00:00,705560209.46654
2024-04-25 01:00:00,703745711.1584
2024-04-25 00:00:00,705367312.7916
2024-04-24 23:00:00,702325842.5390301
2024-04-24 22:00:00,695380630.8412
2024-04-24 21:00:00,697560611.43245
2024-04-24 20:00:00,696440079.8919001
2024-04-24 19:00:00,719941801.85552
2024-04-24 18:00:00,747547284.3952
2024-04-24 17:00:00,765848151.3806801
2024-04-24 16:00:00,761896232.96888
2024-04-24 15:00:00,777927498.0382401
2024-04-24 14:00:00,747768898.93304
2024-04-24 13:00:00,774238712.4811502
2024-04-24 12:00:00,748592188.3850801
2024-04-24 11:00:00,747593612.3608102
2024-04-24 10:00:00,749781489.9349401
2024-04-24 09:00:00,753283823.3991401
2024-04-24 08:00:00,749493710.4795
2024-04-24 07:00:00,756993603.1154801
2024-04-24 06:00:00,752092606.99764
2024-04-24 05:00:00,749314411.78746
2024-04-24 04:00:00,760524724.24796
2024-04-24 03:00:00,740436533.4316201
2024-04-24 02:00:00,735418297.1913599
2024-04-24 01:00:00,724283482.3839
2024-04-24 00:00:00,719812568.9831301
2024-04-23 23:00:00,715504790.5792
2024-04-23 22:00:00,717815430.1416001
2024-04-23 21:00:00,722012695.9480001
2024-04-23 20:00:00,731430320.7339901
2024-04-23 19:00:00,745060674.70944
2024-04-23 18:00:00,751227726.46201
2024-04-23 17:00:00,752745348.2832
2024-04-23 16:00:00,748054138.7657001
2024-04-23 15:00:00,753222062.82646
