datetime,close,volume
2023-01-01 00:00:00,16536.74796724,5516.4203218796
2023-01-01 01:00:00,16557.13653573,4513.341881155228
2023-01-01 02:00:00,16548.14980468,4310.904313749651
2023-01-01 03:00:00,16533.63287463,4893.417863567746
2023-01-01 04:00:00,16524.71215924,5209.002296640674
2023-01-01 05:00:00,16529.40806525,4055.630161881608
2023-01-01 06:00:00,16541.53068251,3702.224332619756
2023-01-01 07:00:00,16532.20215043,6125.2922310486765
2023-01-01 08:00:00,16519.00510715,4556.221381441302
2023-01-01 09:00:00,16540.82401687,4372.869698751159
2023-01-01 10:00:00,16547.01285217,4032.436006170528
2023-01-01 11:00:00,16561.57591288,3825.027054212812
2023-01-01 12:00:00,16571.56688351,4461.663830301255
2023-01-01 13:00:00,16551.5063356,4805.6765898509575
2023-01-01 14:00:00,16531.63908654,3366.827392262609
2023-01-01 15:00:00,16561.87731444,3431.3740262904694
2023-01-01 16:00:00,16575.03192158,5619.692710790016
2023-01-01 17:00:00,16583.63629062,5386.484100472891
2023-01-01 18:00:00,16598.28325646,4286.012223621046
2023-01-01 19:00:00,16609.93072159,4854.831524236533
2023-01-01 20:00:00,16607.70570595,5405.848739269
2023-01-01 21:00:00,16610.26904915,3969.513603749498
2023-01-01 22:00:00,16607.09777011,4326.577575781003
2023-01-01 23:00:00,16619.21071995,4335.35284027526
2023-01-02 00:00:00,16567.23612191,4559.116665270005
2023-01-02 01:00:00,16560.12710398,6490.219734331274
2023-01-02 02:00:00,16592.18357701,3366.8571885152924
2023-01-02 03:00:00,16661.03459266,7977.882845427965
2023-01-02 04:00:00,16642.67510738,5796.023356415569
2023-01-02 05:00:00,16651.98664177,5540.0021543944
2023-01-02 06:00:00,16647.82568485,3568.69585169073
2023-01-02 07:00:00,16720.81675173,14703.838533306396
2023-01-02 08:00:00,16738.36746545,8342.805335234714
2023-01-02 09:00:00,16721.43322088,6108.935537325699
2023-01-02 10:00:00,16736.44151958,6683.34416192944
2023-01-02 11:00:00,16744.34089198,5431.235360066022
2023-01-02 12:00:00,16723.45735176,4745.446157673826
2023-01-02 13:00:00,16688.1350847,6195.054311527827
2023-01-02 14:00:00,16702.41551486,6306.841559560137
2023-01-02 15:00:00,16739.8829585,7326.367790802259
2023-01-02 16:00:00,16711.39297412,4527.008547403044
2023-01-02 17:00:00,16719.41616417,3483.0002830802414
2023-01-02 18:00:00,16727.35906273,3178.4016225330315
2023-01-02 19:00:00,16738.13499176,3193.19691198428
2023-01-02 20:00:00,16721.3566633,3216.075267943483
2023-01-02 21:00:00,16762.21142461,4443.889112049152
2023-01-02 22:00:00,16700.5158891,6452.567136014449
2023-01-02 23:00:00,16682.19650927,7652.281068680533
2023-01-03 00:00:00,16699.07787582,6448.741262151494
2023-01-03 01:00:00,16683.23035196,6027.031916191887
2023-01-03 02:00:00,16669.2294332,4095.877975346748
2023-01-03 03:00:00,16695.89001008,5067.050219065207
2023-01-03 04:00:00,16684.8498246,3581.0963609340733
2023-01-03 05:00:00,16724.22572678,5948.475364600156
2023-01-03 06:00:00,16730.91634883,7898.592819105426
2023-01-03 07:00:00,16712.52150391,5845.932467057105
2023-01-03 08:00:00,16721.89992937,6714.9251148943285
2023-01-03 09:00:00,16746.04247994,7558.024373224085
2023-01-03 10:00:00,16727.5571071,5703.62455470546
2023-01-03 11:00:00,16715.98089376,6294.723667975926
2023-01-03 12:00:00,16694.42900687,7209.497397734092
2023-01-03 13:00:00,16727.5860957,8002.062403738897
2023-01-03 14:00:00,16664.93670954,19056.16026506237
2023-01-03 15:00:00,16677.11120272,15059.068772771803
2023-01-03 16:00:00,16626.42438219,12396.948648819123
2023-01-03 17:00:00,16638.76653263,7860.169518965889
2023-01-03 18:00:00,16641.20074285,6345.819377570056
2023-01-03 19:00:00,16648.58713302,7404.736077872101
2023-01-03 20:00:00,16661.76553939,8373.720479841493
2023-01-03 21:00:00,16665.01304365,5444.136862392938
2023-01-03 22:00:00,16680.84819684,4526.7483926654495
2023-01-03 23:00:00,16679.51741462,5930.191988713357
2023-01-04 00:00:00,16667.47321757,5472.7154295922455
2023-01-04 01:00:00,16708.44480382,10716.489392842965
2023-01-04 02:00:00,16739.82938826,10474.60004924947
2023-01-04 03:00:00,16868.81274678,22231.80422550724
2023-01-04 04:00:00,16863.33553904,11945.170450329151
2023-01-04 05:00:00,16864.76896157,6772.72072159694
2023-01-04 06:00:00,16882.62694869,6993.610134367639
2023-01-04 07:00:00,16867.85931206,8339.014504737126
2023-01-04 08:00:00,16868.89094465,11773.429995597817
2023-01-04 09:00:00,16850.91045029,8301.09719330413
2023-01-04 10:00:00,16845.24203778,6451.431262924317
2023-01-04 11:00:00,16834.75726238,6723.141033855193
2023-01-04 12:00:00,16816.85916209,8411.89704713838
2023-01-04 13:00:00,16834.27588061,7272.017156073895
2023-01-04 14:00:00,16834.33496258,13790.104972955887
2023-01-04 15:00:00,16854.560098,17614.921263232973
2023-01-04 16:00:00,16863.72973248,12285.842129191988
2023-01-04 17:00:00,16895.03306409,13592.691004178356
2023-01-04 18:00:00,16950.40895529,14306.616474339047
2023-01-04 19:00:00,16847.116105,24378.61128173892
2023-01-04 20:00:00,16804.12263207,12694.636095537937
2023-01-04 21:00:00,16832.29348465,5143.908981419563
2023-01-04 22:00:00,16833.59288133,4647.40937140888
2023-01-04 23:00:00,16852.77996797,6289.111332796175
2023-01-05 00:00:00,16830.93899609,7459.122665746569
2023-01-05 01:00:00,16837.99979705,6233.763960689567
2023-01-05 02:00:00,16838.61187191,4897.316093431822
2023-01-05 03:00:00,16831.57683273,5377.898156721421
2023-01-05 04:00:00,16839.81697506,4605.048010497367
2023-01-05 05:00:00,16848.17762772,4624.380559448096
2023-01-05 06:00:00,16816.84053279,6001.231755577446
2023-01-05 07:00:00,16827.87225295,6777.969809477392
2023-01-05 08:00:00,16811.92022129,6956.310748964703
2023-01-05 09:00:00,16808.91756559,8421.649582545364
2023-01-05 10:00:00,16835.11104131,6626.403256568819
2023-01-05 11:00:00,16837.57148521,6070.861688522293
2023-01-05 12:00:00,16826.6537575,5917.5555944138
2023-01-05 13:00:00,16782.05355317,11284.273693548215
2023-01-05 14:00:00,16833.24861215,16073.339478659713
2023-01-05 15:00:00,16846.76717048,14043.461121854583
2023-01-05 16:00:00,16841.64193969,9633.115741577983
2023-01-05 17:00:00,16821.2734834,7262.7726167363135
2023-01-05 18:00:00,16846.46368678,8799.418718873
2023-01-05 19:00:00,16869.0452376,8353.619026373397
2023-01-05 20:00:00,16860.42694076,7097.960876052869
2023-01-05 21:00:00,16847.94698646,6239.128836076097
2023-01-05 22:00:00,16833.73315296,4095.8547807131504
2023-01-05 23:00:00,16839.02871822,7775.322653797294
2023-01-06 00:00:00,16865.30620542,7132.375372135322
2023-01-06 01:00:00,16830.97145207,5235.943279883603
