datetime,long_liquidations,short_liquidations,long_liquidations_usd,short_liquidations_usd
2024-04-24 03:00:00,0.0,0.0,0.0,0.0
2024-04-24 02:00:00,0.01101511,0.0,728.3688,0.0
2024-04-24 01:00:00,0.0,0.21892782,0.0,14702.8139
2024-04-24 00:00:00,0.0,0.47250398,0.0,31630.4764
2024-04-23 23:00:00,0.0,0.0,0.0,0.0
2024-04-23 22:00:00,0.0,0.0,0.0,0.0
2024-04-23 21:00:00,0.0,0.584,0.0,38969.3452
2024-04-23 20:00:00,3.36177095,0.007,221429.0792,466.4632
2024-04-23 19:00:00,2.06476606,0.0,136400.848,0.0
2024-04-23 18:00:00,0.0,0.0,0.0,0.0
2024-04-23 17:00:00,0.0,0.331,0.0,22232.6319
2024-04-23 16:00:00,0.0,3.582,0.0,240053.2975
2024-04-23 15:00:00,12.19846447,0.0,805039.9508,0.0
2024-04-23 14:00:00,0.30387499,7.9037337,20139.2496,530315.118
2024-04-23 13:00:00,0.0,2.30579389,0.0,153756.7323
2024-04-23 12:00:00,0.87796764,0.0,57492.3579,0.0
2024-04-23 11:00:00,0.41443732,0.0,27163.2448,0.0
2024-04-23 10:00:00,0.0,0.0,0.0,0.0
2024-04-23 09:00:00,0.0,0.0,0.0,0.0
2024-04-23 08:00:00,0.15269894,0.0,10027.0387,0.0
2024-04-23 07:00:00,1.83995487,0.0,121048.0888,0.0
2024-04-23 06:00:00,0.0,0.151,0.0,10108.4307
2024-04-23 05:00:00,0.0,0.05459696,0.0,3652.1646
2024-04-23 04:00:00,0.56330864,0.0,37118.1641,0.0
2024-04-23 03:00:00,0.8156199599999999,0.0,53918.9554,0.0
2024-04-23 02:00:00,1.26618235,0.0,83878.26,0.0
2024-04-23 01:00:00,0.015,0.25451541,996.492,17159.3643
2024-04-23 00:00:00,0.013,0.0,863.0717,0.0
2024-04-22 23:00:00,0.028,0.05,1860.7901,3375.4264
2024-04-22 22:00:00,0.0,1.12245417,0.0,75616.0533
2024-04-22 21:00:00,0.0,0.0,0.0,0.0
