datetime,long_liquidations,short_liquidations,long_liquidations_usd,short_liquidations_usd
2024-04-26 11:00:00,0.0,0.0,0.0,0.0
2024-04-26 10:00:00,1.325,0.0,84502.6129,0.0
2024-04-26 09:00:00,0.0,0.0,0.0,0.0
2024-04-26 08:00:00,0.0,0.0,0.0,0.0
2024-04-26 07:00:00,0.0,0.29,0.0,18811.8658
2024-04-26 06:00:00,0.0,0.0,0.0,0.0
2024-04-26 05:00:00,0.044,0.39,2803.889,25238.9972
2024-04-26 04:00:00,0.022,0.0,1405.795,0.0
2024-04-26 03:00:00,0.0,0.0,0.0,0.0
2024-04-26 02:00:00,0.032,0.0,2047.4592,0.0
2024-04-26 01:00:00,0.273,5.975,17365.4981,387730.6976
2024-04-26 00:00:00,0.268,0.0,17128.3576,0.0
2024-04-25 23:00:00,0.018,0.0,1154.6858,0.0
2024-04-25 22:00:00,0.309,0.0,19850.8516,0.0
2024-04-25 21:00:00,1.296,1.146,83510.7852,75006.8407
2024-04-25 20:00:00,0.452,0.222,29029.133,14486.5188
2024-04-25 19:00:00,0.0,0.0,0.0,0.0
2024-04-25 18:00:00,0.147,0.042,9428.2419,2736.3256
2024-04-25 17:00:00,0.001,1.95,64.1343,126750.7234
2024-04-25 16:00:00,0.0,2.652,0.0,171276.7063
2024-04-25 15:00:00,0.0,7.581,0.0,487583.1887
2024-04-25 14:00:00,0.546,0.371,34382.9575,23756.4403
2024-04-25 13:00:00,2.425,1.125,151923.545,71560.1454
2024-04-25 12:00:00,8.873,0.999,560639.3863,64372.3204
2024-04-25 11:00:00,0.0,2.578,0.0,165435.2493
2024-04-25 10:00:00,6.363,0.0,401610.4487,0.0
2024-04-25 09:00:00,2.337,0.168,148329.8574,10826.0974
2024-04-25 08:00:00,0.09,0.0,5706.4846,0.0
2024-04-25 07:00:00,1.366,0.0,86897.5953,0.0
2024-04-25 06:00:00,0.0,0.0,0.0,0.0
2024-04-25 05:00:00,0.001,0.125,63.6884,8080.55
2024-04-25 04:00:00,0.033,0.0,2102.9595,0.0
2024-04-25 03:00:00,0.0,0.017,0.0,1099.1369
