datetime,taker_buy_volume,taker_sell_volume,taker_buy_ratio,taker_sell_ratio,taker_buy_sell_ratio
2024-04-26 12:00:00,375128816.2252,386951000.5217,0.49224347,0.50775653,0.96944785
2024-04-26 11:00:00,139637880.5447,128182685.5562,0.52138595,0.47861405,1.08936616
2024-04-26 10:00:00,213098889.2026,228136486.8494,0.48295966,0.51704034,0.93408508
2024-04-26 09:00:00,139998050.1767,142558745.5485,0.49546871,0.50453129,0.98203761
2024-04-26 08:00:00,143118385.1549,127632212.0401,0.52859859,0.47140141,1.12133436
2024-04-26 07:00:00,194222211.3995,228986641.7515,0.45892757,0.54107243,0.8481814
2024-04-26 06:00:00,106821736.5693,147020724.4688,0.42081902,0.57918098,0.72657605
2024-04-26 05:00:00,238268126.9991,189794110.7705,0.55662029,0.44337971,1.25540316
2024-04-26 04:00:00,148184830.0795,164511950.1174,0.47389305,0.52610695,0.9007542
2024-04-26 03:00:00,109109544.0694,128011478.0968,0.46014285,0.53985715,0.85234188
2024-04-26 02:00:00,184351686.2086,172922174.9667,0.51599545,0.48400455,1.06609627
2024-04-26 01:00:00,423249385.6488,395925395.647,0.51667775,0.48332225,1.06901298
2024-04-26 00:00:00,311710338.7078,350670618.8966,0.47059073,0.52940927,0.88889779
2024-04-25 23:00:00,129968825.4912,151062646.0442,0.46247071,0.53752929,0.86036376
2024-04-25 22:00:00,151502091.6151,155071582.2032,0.49417841,0.50582159,0.97698166
2024-04-25 21:00:00,434687236.2134,362601132.071,0.54520705,0.45479295,1.19880276
2024-04-25 20:00:00,267648890.1513,284050757.5526,0.48513515,0.51486485,0.94225727
2024-04-25 19:00:00,162939372.029,157940524.5155,0.50778928,0.49221072,1.03165019
2024-04-25 18:00:00,414830235.2319,395324245.9854,0.51203844,0.48796156,1.04934175
2024-04-25 17:00:00,573618215.463,587492306.9189,0.49402551,0.50597449,0.97638422
2024-04-25 16:00:00,513906142.5631,507977986.1873,0.5029006,0.4970994,1.0116701
2024-04-25 15:00:00,537230951.0175,488013389.1385,0.52400284,0.47599716,1.10085289
2024-04-25 14:00:00,553497043.2428,534732130.8647,0.50862176,0.49137824,1.03509217
2024-04-25 13:00:00,965202307.7137,1029112101.6835,0.483977,0.516023,0.93789812
2024-04-25 12:00:00,762651844.8787,789017730.3683,0.49150403,0.50849597,0.96658391
2024-04-25 11:00:00,311303394.6079,285419146.1462,0.52168868,0.47831132,1.09068855
2024-04-25 10:00:00,590520147.6632,669574310.3801,0.46863165,0.53136835,0.8819337
2024-04-25 09:00:00,233802505.2073,219662502.5705,0.51559106,0.48440894,1.06437149
2024-04-25 08:00:00,327369166.5318,350329509.9931,0.48306006,0.51693994,0.93446072
2024-04-25 07:00:00,231278842.1425,305950460.012,0.43050303,0.56949697,0.75593559
2024-04-25 06:00:00,102030757.8514,94168999.7116,0.52003509,0.47996491,1.08348563
2024-04-25 05:00:00,156682244.325,208982428.5363,0.42848614,0.57151386,0.74973884
2024-04-25 04:00:00,192581919.7388,191357700.0865,0.50159429,0.49840571,1.00639755
2024-04-25 03:00:00,164507311.9669,161117481.022,0.50520512,0.49479488,1.0210395
2024-04-25 02:00:00,242607999.9482,221187772.2179,0.52309231,0.47690769,1.09684183
2024-04-25 01:00:00,234707980.0194,288898825.1809,0.44825235,0.55174765,0.81242276
2024-04-25 00:00:00,283420853.1312,230136220.6474,0.551878,0.448122,1.23153519
2024-04-24 23:00:00,292264575.7956,276740644.0818,0.51364129,0.48635871,1.0560956
2024-04-24 22:00:00,186381939.528,252039145.4698,0.42512084,0.57487916,0.739496
2024-04-24 21:00:00,238897027.0219,200098455.5016,0.54419017,0.45580983,1.19389741
2024-04-24 20:00:00,527238764.6174,523034557.7565,0.50200148,0.49799852,1.00803811
2024-04-24 19:00:00,659189317.195,676047418.4315,0.49368722,0.50631278,0.97506373
2024-04-24 18:00:00,421342406.0097,580689659.1807,0.42048795,0.57951205,0.72558965
2024-04-24 17:00:00,360062660.0947,365368271.6226,0.49634313,0.50365687,0.98547873
2024-04-24 16:00:00,705921096.5257,696068146.7263,0.50351392,0.49648608,1.01415515
2024-04-24 15:00:00,809992157.6207,841799607.0092,0.49037183,0.50962817,0.96221494
2024-04-24 14:00:00,1414695786.0386,1659269552.7122,0.46021852,0.53978148,0.85260155
2024-04-24 13:00:00,653716263.0733,747249599.7772,0.46661827,0.53338173,0.87482986
2024-04-24 12:00:00,210715228.9277,233951964.9666,0.47387177,0.52612823,0.90067732
2024-04-24 11:00:00,178985276.3494,161634174.4576,0.52546992,0.47453008,1.10734798
2024-04-24 10:00:00,220015379.9304,180453529.837,0.54939441,0.45060559,1.21923567
2024-04-24 09:00:00,237849656.3747,297026297.5747,0.4446819,0.5553181,0.80076969
