datetime,block_bytes
2024-04-25 00:00:00,1575334.66666667
2024-04-24 23:00:00,1597337.5
2024-04-24 22:00:00,1530509.42857143
2024-04-24 21:00:00,1832457.33333333
2024-04-24 20:00:00,1987049.3
2024-04-24 19:00:00,1571699.42857143
2024-04-24 18:00:00,1580824.5
2024-04-24 17:00:00,1554263.0
2024-04-24 16:00:00,1599745.6
2024-04-24 15:00:00,1587252.33333333
2024-04-24 14:00:00,1593107.33333333
2024-04-24 13:00:00,1634817.0
2024-04-24 12:00:00,1251197.28571429
2024-04-24 11:00:00,1550960.6
2024-04-24 10:00:00,1507323.5
2024-04-24 09:00:00,1473830.5
2024-04-24 08:00:00,1453215.66666667
2024-04-24 07:00:00,1432715.2
2024-04-24 06:00:00,1385481.5
2024-04-24 05:00:00,1440313.71428571
2024-04-24 04:00:00,1385681.25
2024-04-24 03:00:00,1456065.5
2024-04-24 02:00:00,1455459.2
2024-04-24 01:00:00,1473380.66666667
2024-04-24 00:00:00,1497334.5
2024-04-23 23:00:00,1448934.5
2024-04-23 22:00:00,1472137.5
2024-04-23 21:00:00,1469439.8
2024-04-23 20:00:00,1471631.25
2024-04-23 19:00:00,1444480.83333333
2024-04-23 18:00:00,1477729.85714286
2024-04-23 17:00:00,1448316.33333333
2024-04-23 16:00:00,1495724.375
2024-04-23 15:00:00,1442355.875
2024-04-23 14:00:00,1463235.55555556
2024-04-23 13:00:00,1440740.66666667
2024-04-23 12:00:00,1451285.57142857
2024-04-23 11:00:00,1437409.07692308
2024-04-23 10:00:00,1449246.6
2024-04-23 09:00:00,1415718.57142857
2024-04-23 08:00:00,1412411.375
2024-04-23 07:00:00,1427128.71428571
2024-04-23 06:00:00,1446212.69230769
2024-04-23 05:00:00,1342528.66666667
2024-04-23 04:00:00,1429540.28571429
2024-04-23 03:00:00,1420787.2
2024-04-23 02:00:00,1416640.66666667
2024-04-23 01:00:00,1406235.2
2024-04-23 00:00:00,1185144.33333333
2024-04-22 23:00:00,1477816.1
2024-04-22 22:00:00,1505601.33333333
2024-04-22 21:00:00,1440146.25
2024-04-22 20:00:00,1478036.625
2024-04-22 19:00:00,1477343.75
2024-04-22 18:00:00,1518522.33333333
2024-04-22 17:00:00,1601456.2
2024-04-22 16:00:00,1595405.16666667
2024-04-22 15:00:00,1677611.2
2024-04-22 14:00:00,1552696.2
2024-04-22 13:00:00,1439555.44444444
2024-04-22 12:00:00,1408892.33333333
2024-04-22 11:00:00,1456032.66666667
2024-04-22 10:00:00,1453719.2
2024-04-22 09:00:00,1484094.875
2024-04-22 08:00:00,1473582.8
2024-04-22 07:00:00,1497021.8
2024-04-22 06:00:00,1569493.75
2024-04-22 05:00:00,1634429.0
2024-04-22 04:00:00,1678801.42857143
2024-04-22 03:00:00,1631257.57142857
2024-04-22 02:00:00,1458332.8
2024-04-22 01:00:00,1526213.66666667
2024-04-22 00:00:00,1608899.90909091
2024-04-21 23:00:00,1521748.28571429
2024-04-21 22:00:00,1515904.33333333
2024-04-21 21:00:00,1532559.88888889
2024-04-21 20:00:00,1503417.5
2024-04-21 19:00:00,1456528.66666667
2024-04-21 18:00:00,1419003.6
2024-04-21 17:00:00,1460663.0
2024-04-21 16:00:00,1435955.16666667
2024-04-21 15:00:00,1466188.0
2024-04-21 14:00:00,1450449.71428571
2024-04-21 13:00:00,1521213.77777778
2024-04-21 12:00:00,1547263.4
2024-04-21 11:00:00,1445093.0
2024-04-21 10:00:00,1461259.875
2024-04-21 09:00:00,1476286.625
2024-04-21 08:00:00,1479117.11111111
2024-04-21 07:00:00,1415699.0
2024-04-21 06:00:00,1432513.5
2024-04-21 05:00:00,1409934.33333333
2024-04-21 04:00:00,1428382.6
2024-04-21 03:00:00,1441114.66666667
2024-04-21 02:00:00,1570108.8
2024-04-21 01:00:00,1483562.375
2024-04-21 00:00:00,1506415.625
2024-04-20 23:00:00,1405985.14285714
2024-04-20 22:00:00,1448390.25
2024-04-20 21:00:00,1465598.5
2024-04-20 20:00:00,1417932.0
2024-04-20 19:00:00,1485812.14285714
2024-04-20 18:00:00,1477771.6
2024-04-20 17:00:00,1461257.83333333
2024-04-20 16:00:00,1385962.0
2024-04-20 15:00:00,1461725.66666667
2024-04-20 14:00:00,1440902.75
2024-04-20 13:00:00,1388720.75
2024-04-20 12:00:00,1468444.2
2024-04-20 11:00:00,1480115.6
2024-04-20 10:00:00,1457192.75
2024-04-20 09:00:00,1442945.4
2024-04-20 08:00:00,1411832.33333333
2024-04-20 07:00:00,1401178.16666667
2024-04-20 06:00:00,1399572.75
2024-04-20 05:00:00,1427657.75
2024-04-20 04:00:00,1450016.33333333
2024-04-20 03:00:00,1413128.75
2024-04-20 02:00:00,1408628.5
2024-04-20 01:00:00,1409981.66666667
2024-04-20 00:00:00,1808975.16666667
2024-04-19 23:00:00,1644734.83333333
2024-04-19 22:00:00,1849266.4
2024-04-19 21:00:00,1698815.33333333
2024-04-19 20:00:00,1498437.375
2024-04-19 19:00:00,1933028.625
2024-04-19 18:00:00,1694055.5
2024-04-19 17:00:00,1670524.4
2024-04-19 16:00:00,1578699.4
2024-04-19 15:00:00,1621798.28571429
2024-04-19 14:00:00,1527378.33333333
2024-04-19 13:00:00,1649276.0
2024-04-19 12:00:00,1582461.5
2024-04-19 11:00:00,1755635.0
2024-04-19 10:00:00,1813192.4
2024-04-19 09:00:00,1561845.75
2024-04-19 08:00:00,1751639.0
2024-04-19 07:00:00,1640651.75
2024-04-19 06:00:00,1963503.57142857
2024-04-19 05:00:00,2009128.33333333
2024-04-19 04:00:00,2174607.91666667
2024-04-19 03:00:00,1618027.14285714
2024-04-19 02:00:00,1823200.125
2024-04-19 01:00:00,1775298.0
2024-04-19 00:00:00,2048115.88888889
2024-04-18 23:00:00,2039936.5
2024-04-18 22:00:00,1684840.0
2024-04-18 21:00:00,1811904.0
2024-04-18 20:00:00,1658153.14285714
2024-04-18 19:00:00,1689319.0
2024-04-18 18:00:00,1664494.0
2024-04-18 17:00:00,2391993.6
2024-04-18 16:00:00,2105283.71428571
2024-04-18 15:00:00,1815718.33333333
2024-04-18 14:00:00,1987309.5
2024-04-18 13:00:00,2238408.6
2024-04-18 12:00:00,1936799.2
2024-04-18 11:00:00,2078910.25
2024-04-18 10:00:00,1831635.57142857
2024-04-18 09:00:00,1857922.57142857
2024-04-18 08:00:00,1717639.16666667
2024-04-18 07:00:00,1625530.5
2024-04-18 06:00:00,1804189.33333333
2024-04-18 05:00:00,2022859.71428571
2024-04-18 04:00:00,1843816.33333333
2024-04-18 03:00:00,1941524.42857143
2024-04-18 02:00:00,1889269.0
2024-04-18 01:00:00,2059369.33333333
2024-04-18 00:00:00,1969447.75
2024-04-17 23:00:00,2072366.83333333
2024-04-17 22:00:00,1707552.33333333
2024-04-17 21:00:00,2138285.28571429
2024-04-17 20:00:00,1908152.66666667
2024-04-17 19:00:00,1794211.55555556
2024-04-17 18:00:00,1680192.2
2024-04-17 17:00:00,1621649.2
2024-04-17 16:00:00,1543091.0
2024-04-17 15:00:00,1765950.8
2024-04-17 14:00:00,1986245.25
2024-04-17 13:00:00,1852501.33333333
2024-04-17 12:00:00,2097997.5
2024-04-17 11:00:00,2401011.33333333
2024-04-17 10:00:00,2664650.33333333
2024-04-17 09:00:00,2540213.0
2024-04-17 08:00:00,2123406.5
2024-04-17 07:00:00,1924660.0
2024-04-17 06:00:00,2061502.0
2024-04-17 05:00:00,2016123.0
2024-04-17 04:00:00,2041914.0
2024-04-17 03:00:00,2127305.2
2024-04-17 02:00:00,1953656.33333333
2024-04-17 01:00:00,2232993.625
2024-04-17 00:00:00,1960641.33333333
2024-04-16 23:00:00,2081897.90909091
2024-04-16 22:00:00,2407788.25
2024-04-16 21:00:00,1920468.22222222
2024-04-16 20:00:00,1882700.125
2024-04-16 19:00:00,1872777.42857143
2024-04-16 18:00:00,1903014.125
2024-04-16 17:00:00,1888827.33333333
2024-04-16 16:00:00,1838680.33333333
2024-04-16 15:00:00,1770627.85714286
2024-04-16 14:00:00,1694021.2
2024-04-16 13:00:00,1714832.25
2024-04-16 12:00:00,1973543.5
2024-04-16 11:00:00,1934608.14285714
2024-04-16 10:00:00,2142786.25
2024-04-16 09:00:00,1807059.2
2024-04-16 08:00:00,2069504.0
2024-04-16 07:00:00,1953484.71428571
2024-04-16 06:00:00,1908147.71428571
2024-04-16 05:00:00,2011440.44444444
2024-04-16 04:00:00,1792533.0
2024-04-16 03:00:00,1941192.44444444
2024-04-16 02:00:00,1916867.83333333
2024-04-16 01:00:00,2032324.5
2024-04-16 00:00:00,1830082.0
2024-04-15 23:00:00,2541608.66666667
2024-04-15 22:00:00,1785043.14285714
2024-04-15 21:00:00,1598319.625
2024-04-15 20:00:00,1509309.0
2024-04-15 19:00:00,1623557.0
2024-04-15 18:00:00,1612732.71428571
2024-04-15 17:00:00,1669031.5
2024-04-15 16:00:00,1487902.625
2024-04-15 15:00:00,1451707.14285714
2024-04-15 14:00:00,1527063.57142857
2024-04-15 13:00:00,1431721.42857143
2024-04-15 12:00:00,1469644.25
2024-04-15 11:00:00,1638016.5
2024-04-15 10:00:00,1675649.14285714
2024-04-15 09:00:00,1826615.1
2024-04-15 08:00:00,1727106.36363636
2024-04-15 07:00:00,1612500.6
2024-04-15 06:00:00,1583976.0
2024-04-15 05:00:00,1612304.0
2024-04-15 04:00:00,1762615.71428571
2024-04-15 03:00:00,1783349.83333333
2024-04-15 02:00:00,1701009.5
2024-04-15 01:00:00,1851604.66666667
2024-04-15 00:00:00,1889192.44444444
2024-04-14 23:00:00,2009461.875
2024-04-14 22:00:00,2018384.5
2024-04-14 21:00:00,1690001.0
2024-04-14 20:00:00,2565449.0
2024-04-14 19:00:00,2283876.63636364
2024-04-14 18:00:00,2025114.375
2024-04-14 17:00:00,1778207.0
2024-04-14 16:00:00,2214930.75
2024-04-14 15:00:00,2000859.6
2024-04-14 14:00:00,1812555.375
2024-04-14 13:00:00,1807123.0
2024-04-14 12:00:00,1725266.1
2024-04-14 11:00:00,1997301.92307692
2024-04-14 10:00:00,1952740.88888889
2024-04-14 09:00:00,1735173.75
2024-04-14 08:00:00,1735514.25
2024-04-14 07:00:00,1830474.5
2024-04-14 06:00:00,1942738.08333333
2024-04-14 05:00:00,1723871.28571429
2024-04-14 04:00:00,1910230.0
2024-04-14 03:00:00,1973440.2
2024-04-14 02:00:00,1899548.25
2024-04-14 01:00:00,1684395.33333333
2024-04-14 00:00:00,1685487.0
2024-04-13 23:00:00,2039681.85714286
2024-04-13 22:00:00,1864862.66666667
2024-04-13 21:00:00,1874580.09090909
2024-04-13 20:00:00,1741775.16666667
2024-04-13 19:00:00,1749497.85714286
2024-04-13 18:00:00,1777550.0
2024-04-13 17:00:00,1775065.66666667
2024-04-13 16:00:00,1692565.33333333
2024-04-13 15:00:00,1746525.8
2024-04-13 14:00:00,1805343.875
2024-04-13 13:00:00,1988994.28571429
2024-04-13 12:00:00,1562648.66666667
2024-04-13 11:00:00,1777660.5
2024-04-13 10:00:00,1760975.16666667
2024-04-13 09:00:00,1571712.88888889
2024-04-13 08:00:00,1748629.0
2024-04-13 07:00:00,1669839.25
2024-04-13 06:00:00,1864681.66666667
2024-04-13 05:00:00,2383520.33333333
2024-04-13 04:00:00,1901352.375
2024-04-13 03:00:00,1696051.0
2024-04-13 02:00:00,1727052.5
2024-04-13 01:00:00,1907000.42857143
2024-04-13 00:00:00,2398205.77777778
2024-04-12 23:00:00,2238476.875
2024-04-12 22:00:00,1711914.375
2024-04-12 21:00:00,1733654.0
2024-04-12 20:00:00,1789356.25
2024-04-12 19:00:00,1608956.9
2024-04-12 18:00:00,1627086.8
2024-04-12 17:00:00,1658924.625
2024-04-12 16:00:00,1655602.875
2024-04-12 15:00:00,1632487.0
2024-04-12 14:00:00,1602419.6
2024-04-12 13:00:00,1724314.33333333
2024-04-12 12:00:00,1630237.33333333
2024-04-12 11:00:00,1628355.5
2024-04-12 10:00:00,1641074.66666667
2024-04-12 09:00:00,1779090.71428571
2024-04-12 08:00:00,2267697.71428571
2024-04-12 07:00:00,1797847.375
2024-04-12 06:00:00,1561289.0
2024-04-12 05:00:00,1494455.0
2024-04-12 04:00:00,2016651.1
2024-04-12 03:00:00,1621650.66666667
2024-04-12 02:00:00,1759115.5
2024-04-12 01:00:00,1697325.2
2024-04-12 00:00:00,1717385.8
2024-04-11 23:00:00,1739400.25
2024-04-11 22:00:00,1644606.66666667
2024-04-11 21:00:00,1755663.2
2024-04-11 20:00:00,1589302.66666667
2024-04-11 19:00:00,1754029.28571429
2024-04-11 18:00:00,1627285.33333333
2024-04-11 17:00:00,1840595.8
2024-04-11 16:00:00,1785251.5
2024-04-11 15:00:00,1831507.75
2024-04-11 14:00:00,1925607.5
2024-04-11 13:00:00,1949232.75
2024-04-11 12:00:00,1780629.8
2024-04-11 11:00:00,1740819.83333333
2024-04-11 10:00:00,1724572.5
