datetime,taker_buy_volume,taker_sell_volume,taker_buy_ratio,taker_sell_ratio,taker_buy_sell_ratio
2024-04-25 01:00:00,3639910.0,7973750.0,0.31341627,0.68658373,0.4564866
2024-04-25 00:00:00,5939070.0,4918930.0,0.54697642,0.45302358,1.20739063
2024-04-24 23:00:00,8777330.0,6664360.0,0.56841771,0.43158229,1.3170552
2024-04-24 22:00:00,3003010.0,5227030.0,0.36488401,0.63511599,0.57451555
2024-04-24 21:00:00,4580840.0,3990160.0,0.53445806,0.46554194,1.14803416
2024-04-24 20:00:00,13618790.0,16305810.0,0.45510349,0.54489651,0.83521088
2024-04-24 19:00:00,17796740.0,20356060.0,0.4664596,0.5335404,0.87427233
2024-04-24 18:00:00,12269510.0,21531040.0,0.36299735,0.63700265,0.56985218
2024-04-24 17:00:00,11674560.0,10615110.0,0.52376549,0.47623451,1.09980584
2024-04-24 16:00:00,16562430.0,16853040.0,0.49565156,0.50434844,0.98275623
2024-04-24 15:00:00,24057850.0,30429440.0,0.44153141,0.55846859,0.790611
2024-04-24 14:00:00,48583730.0,59411430.0,0.44986951,0.55013049,0.81775056
2024-04-24 13:00:00,20801460.0,25842150.0,0.44596591,0.55403409,0.80494309
2024-04-24 12:00:00,4176370.0,7637360.0,0.35351832,0.64648168,0.54683425
2024-04-24 11:00:00,3693640.0,4301810.0,0.46196774,0.53803226,0.85862463
2024-04-24 10:00:00,4211340.0,6505690.0,0.39295775,0.60704225,0.6473318
2024-04-24 09:00:00,3066140.0,13158690.0,0.18897825,0.81102175,0.23301256
2024-04-24 08:00:00,4562770.0,7166590.0,0.38900417,0.61099583,0.63667239
2024-04-24 07:00:00,7837590.0,6370580.0,0.55162558,0.44837442,1.23027888
2024-04-24 06:00:00,3912700.0,3476450.0,0.52951963,0.47048037,1.12548721
2024-04-24 05:00:00,2119820.0,5406270.0,0.28166286,0.71833714,0.39210398
2024-04-24 04:00:00,8920200.0,3713550.0,0.70606115,0.29393885,2.4020681
2024-04-24 03:00:00,2112350.0,1571180.0,0.57345807,0.42654193,1.34443539
2024-04-24 02:00:00,2836580.0,7503290.0,0.2743342,0.7256658,0.37804483
2024-04-24 01:00:00,4917020.0,3944960.0,0.5548444,0.4451556,1.24640554
2024-04-24 00:00:00,11146060.0,9484990.0,0.54025656,0.45974344,1.17512617
2024-04-23 23:00:00,4880970.0,2701620.0,0.64370749,0.35629251,1.80668266
2024-04-23 22:00:00,1353180.0,2072940.0,0.3949599,0.6050401,0.652783
2024-04-23 21:00:00,1463390.0,2171420.0,0.40260426,0.59739574,0.67393227
2024-04-23 20:00:00,10568860.0,17649300.0,0.37454108,0.62545892,0.59882602
2024-04-23 19:00:00,3325670.0,4642360.0,0.41737669,0.58262331,0.71637486
2024-04-23 18:00:00,3682540.0,4007380.0,0.47887884,0.52112116,0.91893956
2024-04-23 17:00:00,5355090.0,4371730.0,0.55054889,0.44945111,1.22493612
2024-04-23 16:00:00,10248370.0,10943890.0,0.48359024,0.51640976,0.93644673
2024-04-23 15:00:00,12664350.0,9230750.0,0.57841024,0.42158976,1.37197411
2024-04-23 14:00:00,18474880.0,19089690.0,0.49181662,0.50818338,0.96779361
2024-04-23 13:00:00,21871590.0,10463700.0,0.6764,0.3236,2.09023481
2024-04-23 12:00:00,8556820.0,7970570.0,0.51773571,0.48226429,1.07355183
2024-04-23 11:00:00,13276840.0,9965050.0,0.57124614,0.42875386,1.33234053
2024-04-23 10:00:00,4256110.0,8435440.0,0.3353499,0.6646501,0.50455104
2024-04-23 09:00:00,3161110.0,5806320.0,0.35251014,0.64748986,0.54442573
2024-04-23 08:00:00,11340520.0,12381690.0,0.47805495,0.52194505,0.91591051
2024-04-23 07:00:00,11324370.0,11872900.0,0.48817684,0.51182316,0.95379983
2024-04-23 06:00:00,2888060.0,5256400.0,0.35460423,0.64539577,0.54943688
2024-04-23 05:00:00,5494290.0,3747630.0,0.5944966,0.4055034,1.46607056
2024-04-23 04:00:00,2484190.0,4959300.0,0.33373995,0.66626005,0.50091545
2024-04-23 03:00:00,1694620.0,3476090.0,0.32773449,0.67226551,0.48750752
2024-04-23 02:00:00,1633250.0,3747980.0,0.30350868,0.69649132,0.43576807
2024-04-23 01:00:00,4663150.0,5352550.0,0.46558403,0.53441597,0.87120158
2024-04-23 00:00:00,5030640.0,3816570.0,0.56861316,0.43138684,1.318105
2024-04-22 23:00:00,6307140.0,17258020.0,0.26764681,0.73235319,0.36546139
2024-04-22 22:00:00,18652560.0,8164240.0,0.69555503,0.30444497,2.28466581
2024-04-22 21:00:00,5058620.0,2309800.0,0.6865271,0.3134729,2.1900684
2024-04-22 20:00:00,5455270.0,4551620.0,0.54515139,0.45484861,1.19853371
2024-04-22 19:00:00,4969860.0,5254130.0,0.48609789,0.51390211,0.9458959
2024-04-22 18:00:00,4428200.0,7307930.0,0.37731348,0.62268652,0.6059445
2024-04-22 17:00:00,25123850.0,22547080.0,0.52702664,0.47297336,1.11428398
2024-04-22 16:00:00,10516030.0,9150470.0,0.53471792,0.46528208,1.14923386
2024-04-22 15:00:00,18387430.0,17409080.0,0.51366544,0.48633456,1.05619769
2024-04-22 14:00:00,13704960.0,18069950.0,0.43131389,0.56868611,0.75843929
2024-04-22 13:00:00,15991690.0,13319080.0,0.54559092,0.45440908,1.20066026
2024-04-22 12:00:00,4824530.0,9697240.0,0.33222741,0.66777259,0.49751579
2024-04-22 11:00:00,5078020.0,6395920.0,0.44256986,0.55743014,0.79394677
2024-04-22 10:00:00,5087930.0,5003060.0,0.50420524,0.49579476,1.01696362
2024-04-22 09:00:00,3893260.0,14522690.0,0.21140696,0.78859304,0.26808119
2024-04-22 08:00:00,6891110.0,8428880.0,0.44981165,0.55018835,0.81755939
2024-04-22 07:00:00,8581060.0,12487960.0,0.4072833,0.5927167,0.68714666
2024-04-22 06:00:00,7207980.0,12693220.0,0.36218821,0.63781179,0.56786064
2024-04-22 05:00:00,10777410.0,8608870.0,0.55592976,0.44407024,1.25189601
2024-04-22 04:00:00,6846200.0,7330640.0,0.48291439,0.51708561,0.93391573
2024-04-22 03:00:00,35697300.0,16187040.0,0.68801685,0.31198315,2.20530128
2024-04-22 02:00:00,8026170.0,4615010.0,0.63492253,0.36507747,1.73914466
2024-04-22 01:00:00,20633080.0,18185950.0,0.53151972,0.46848028,1.13456157
2024-04-22 00:00:00,3332010.0,5305850.0,0.38574485,0.61425515,0.62798798
2024-04-21 23:00:00,2884130.0,2743720.0,0.51247457,0.48752543,1.05117505
2024-04-21 22:00:00,9106280.0,4927280.0,0.64889308,0.35110692,1.84813528
2024-04-21 21:00:00,12123950.0,9476160.0,0.56129112,0.43870888,1.27941592
2024-04-21 20:00:00,5097170.0,5218330.0,0.49412728,0.50587272,0.97678184
2024-04-21 19:00:00,1517770.0,5494800.0,0.21643563,0.78356437,0.27621933
2024-04-21 18:00:00,2004840.0,3213400.0,0.3841985,0.6158015,0.62389992
2024-04-21 17:00:00,2938090.0,2262080.0,0.56499884,0.43500116,1.29884443
2024-04-21 16:00:00,16664800.0,21698550.0,0.43439376,0.56560624,0.76801445
2024-04-21 15:00:00,6349370.0,1760940.0,0.78287636,0.21712364,3.60567083
2024-04-21 14:00:00,2405620.0,2053830.0,0.5394432,0.4605568,1.17128487
2024-04-21 13:00:00,5686090.0,4441640.0,0.56143776,0.43856224,1.28017804
2024-04-21 12:00:00,4536530.0,4779890.0,0.48693919,0.51306081,0.94908669
2024-04-21 11:00:00,9645980.0,8144530.0,0.54219806,0.45780194,1.18435072
2024-04-21 10:00:00,2349750.0,1579720.0,0.59798141,0.40201859,1.48744714
2024-04-21 09:00:00,3546650.0,2455500.0,0.5908966,0.4091034,1.44436978
2024-04-21 08:00:00,5203150.0,5216450.0,0.49936178,0.50063822,0.99745037
2024-04-21 07:00:00,15044810.0,5355890.0,0.73746538,0.26253462,2.80902147
2024-04-21 06:00:00,4464020.0,3697430.0,0.54696408,0.45303592,1.2073305
2024-04-21 05:00:00,2278550.0,1528850.0,0.59845301,0.40154699,1.49036858
2024-04-21 04:00:00,3972070.0,4716040.0,0.45718459,0.54281541,0.84224689
2024-04-21 03:00:00,19987800.0,17612130.0,0.53159142,0.46840858,1.13488828
2024-04-21 02:00:00,8217400.0,7089670.0,0.5368369,0.4631631,1.15906664
2024-04-21 01:00:00,2756900.0,4162130.0,0.39845181,0.60154819,0.6623772
2024-04-21 00:00:00,2690780.0,3577970.0,0.42923709,0.57076291,0.75204096
2024-04-20 23:00:00,3060660.0,1737930.0,0.63782486,0.36217514,1.7610951
2024-04-20 22:00:00,2833560.0,2551220.0,0.52621648,0.47378352,1.11066862
2024-04-20 21:00:00,2995240.0,1635210.0,0.64685722,0.35314278,1.8317158
2024-04-20 20:00:00,3327630.0,2920270.0,0.53259975,0.46740025,1.13949395
