datetime,long_liquidations,short_liquidations,long_liquidations_usd,short_liquidations_usd
2024-04-25 00:00:00,0.0,2.6431,0.0,170655.56551
2024-04-24 23:00:00,3.0798,0.425,196683.20466,27302.37792
2024-04-24 22:00:00,0.1714,0.0,10974.68367,0.0
2024-04-24 21:00:00,0.0,0.7043,0.0,45339.352
2024-04-24 20:00:00,7.3151,0.0079,465638.00708,505.42112
2024-04-24 19:00:00,67.4325,0.8246,4307768.094099999,52934.4858
2024-04-24 18:00:00,18.841800000000003,0.0,1210090.69339,0.0
2024-04-24 17:00:00,0.0,1.5158,0.0,98455.05146
2024-04-24 16:00:00,3.8358,2.5607,247045.3962,165988.15630000003
2024-04-24 15:00:00,9.5166,0.0,615596.61702,0.0
2024-04-24 14:00:00,139.04160000000002,0.0372,9083059.395022826,2425.42884
2024-04-24 13:00:00,9.8587,0.0991,650467.0161100001,6563.393
2024-04-24 12:00:00,0.6229,0.1564,41354.03277,10427.384560000002
2024-04-24 11:00:00,0.0,0.0,0.0,0.0
2024-04-24 10:00:00,0.9202,0.0,60904.51729000001,0.0
2024-04-24 09:00:00,2.5881000000000003,0.0,171599.90241,0.0
2024-04-24 08:00:00,0.2539,0.0,16876.01045,0.0
2024-04-24 07:00:00,0.0,0.0,0.0,0.0
2024-04-24 06:00:00,0.0003,0.0,19.963800000000003,0.0
2024-04-24 05:00:00,0.0524,0.0299,3493.80408,2004.3166
2024-04-24 04:00:00,0.0,0.8513,0.0,57043.18282
2024-04-24 03:00:00,0.0,0.0,0.0,0.0
2024-04-24 02:00:00,0.0041,0.0,272.6746,0.0
2024-04-24 01:00:00,0.0,1.787,0.0,119286.48941
2024-04-24 00:00:00,0.0,0.5014000000000001,0.0,33395.07047
2024-04-23 23:00:00,0.0658,0.2134,4352.18308,14172.811620000002
2024-04-23 22:00:00,0.0,0.0,0.0,0.0
2024-04-23 21:00:00,0.0,0.0,0.0,0.0
2024-04-23 20:00:00,4.4138,0.0,291746.46903,0.0
2024-04-23 19:00:00,0.1097,0.0,7284.22813,0.0
2024-04-23 18:00:00,0.0,0.0,0.0,0.0
2024-04-23 17:00:00,0.0,0.206,0.0,13772.56663
2024-04-23 16:00:00,0.0,0.0926,0.0,6176.26624
2024-04-23 15:00:00,1.4208,0.0,94359.83144,0.0
2024-04-23 14:00:00,0.6173000000000001,9.1886,41180.52453,613823.35643
2024-04-23 13:00:00,0.0,1.8202,0.0,120829.55993
2024-04-23 12:00:00,1.1347,0.0,74664.57522000001,0.0
2024-04-23 11:00:00,1.9608,0.0,129192.54158000003,0.0
2024-04-23 10:00:00,0.0,0.0,0.0,0.0
2024-04-23 09:00:00,0.0,0.0,0.0,0.0
2024-04-23 08:00:00,0.1479,0.0,9755.46408,0.0
2024-04-23 07:00:00,6.6745,0.0,440864.8863100001,0.0
2024-04-23 06:00:00,0.2243,0.0073,14865.28063,486.2749
2024-04-23 05:00:00,0.0,0.0141,0.0,937.467
2024-04-23 04:00:00,6.7365,0.0,446308.49436000007,0.0
2024-04-23 03:00:00,0.163,0.0,10830.26082,0.0
2024-04-23 02:00:00,0.6558,0.0,43683.563120000006,0.0
2024-04-23 01:00:00,0.1329,0.1793,8872.478230000002,12024.33276
2024-04-23 00:00:00,0.0258,0.0234,1720.94514,1562.36984
2024-04-22 23:00:00,0.0499,1.3534000000000002,3335.03387,90925.53225
2024-04-22 22:00:00,0.0,26.5287,0.0,1777735.02377
2024-04-22 21:00:00,0.0,0.0,0.0,0.0
2024-04-22 20:00:00,0.0,0.1336,0.0,8902.06854
2024-04-22 19:00:00,0.0641,0.0475,4240.5958900000005,3158.0986000000003
2024-04-22 18:00:00,0.0814,0.0,5401.02234,0.0
