datetime,taker_buy_volume,taker_sell_volume,taker_buy_ratio,taker_sell_ratio,taker_buy_sell_ratio
2024-04-26 11:00:00,6285426.0,13839219.0,0.31232481,0.68767519,0.45417491
2024-04-26 10:00:00,4875036.0,8459719.0,0.36558872,0.63441128,0.57626453
2024-04-26 09:00:00,5624516.0,3457099.0,0.61932993,0.38067007,1.62694676
2024-04-26 08:00:00,4791432.0,5391362.0,0.47054198,0.52945802,0.88872385
2024-04-26 07:00:00,9281917.0,6854476.0,0.57521634,0.42478366,1.35413954
2024-04-26 06:00:00,3773806.0,3425631.0,0.52418071,0.47581929,1.10163821
2024-04-26 05:00:00,8300391.0,8684026.0,0.48870627,0.51129373,0.95582291
2024-04-26 04:00:00,4852344.0,7870643.0,0.38138403,0.61861597,0.61651176
2024-04-26 03:00:00,2287006.0,2581811.0,0.46972519,0.53027481,0.88581465
2024-04-26 02:00:00,4740632.0,4351520.0,0.52139823,0.47860177,1.08941979
2024-04-26 01:00:00,14473391.0,15163916.0,0.48835041,0.51164959,0.95446262
2024-04-26 00:00:00,12625376.0,13321183.0,0.48659154,0.51340846,0.94776688
2024-04-25 23:00:00,6267588.0,9648748.0,0.39378334,0.60621666,0.64957526
2024-04-25 22:00:00,3404279.0,4538246.0,0.4286142,0.5713858,0.750131
2024-04-25 21:00:00,17117920.0,11063709.0,0.60741414,0.39258586,1.54721351
2024-04-25 20:00:00,18000610.0,14198680.0,0.55903748,0.44096252,1.26776644
2024-04-25 19:00:00,6753593.0,5171563.0,0.56633163,0.43366837,1.30590945
2024-04-25 18:00:00,29852212.0,21541210.0,0.58085667,0.41914333,1.38581872
2024-04-25 17:00:00,18957352.0,17352619.0,0.52209769,0.47790231,1.09247786
2024-04-25 16:00:00,20931834.0,14374165.0,0.59286905,0.40713095,1.45621217
2024-04-25 15:00:00,19303011.0,13449447.0,0.58936068,0.41063932,1.43522711
2024-04-25 14:00:00,17365042.0,11883946.0,0.59369719,0.40630281,1.46121852
2024-04-25 13:00:00,34721914.0,42472024.0,0.44980105,0.55019895,0.81752435
2024-04-25 12:00:00,29077017.0,33553407.0,0.46426345,0.53573655,0.86658911
2024-04-25 11:00:00,7230377.0,8720686.0,0.45328496,0.54671504,0.82910645
2024-04-25 10:00:00,19655709.0,21114989.0,0.48210381,0.51789619,0.93088891
2024-04-25 09:00:00,5114051.0,6307500.0,0.44775451,0.55224549,0.8107889
2024-04-25 08:00:00,8948515.0,11519405.0,0.43719709,0.56280291,0.77682094
2024-04-25 07:00:00,7985215.0,9944156.0,0.44537062,0.55462938,0.80300581
2024-04-25 06:00:00,2593972.0,2430695.0,0.51624754,0.48375246,1.06717297
2024-04-25 05:00:00,3869848.0,7392187.0,0.34361889,0.65638111,0.52350515
2024-04-25 04:00:00,3692665.0,3760162.0,0.49547172,0.50452828,0.98204944
2024-04-25 03:00:00,2859061.0,4912003.0,0.36791114,0.63208886,0.58205604
2024-04-25 02:00:00,5198307.0,5498522.0,0.4859671,0.5140329,0.94540078
2024-04-25 01:00:00,6133259.0,10231831.0,0.37477698,0.62522302,0.59942927
2024-04-25 00:00:00,9199551.0,6831606.0,0.57385446,0.42614554,1.34661615
2024-04-24 23:00:00,9683118.0,9725701.0,0.498903,0.501097,0.9956216
2024-04-24 22:00:00,5082134.0,8054375.0,0.38687097,0.61312903,0.63097807
2024-04-24 21:00:00,14865347.0,5435433.0,0.73225497,0.26774503,2.73489656
2024-04-24 20:00:00,13600380.0,15472566.0,0.46780192,0.53219808,0.87899964
2024-04-24 19:00:00,18254119.0,16149612.0,0.53058545,0.46941455,1.13031316
2024-04-24 18:00:00,11262772.0,21451809.0,0.34427377,0.65572623,0.52502668
2024-04-24 17:00:00,12574798.0,10202352.0,0.55207952,0.44792048,1.23253912
2024-04-24 16:00:00,25628245.0,21115039.0,0.54827652,0.45172348,1.21374367
2024-04-24 15:00:00,34772048.0,53421100.0,0.39427154,0.60572846,0.65090475
2024-04-24 14:00:00,50355328.0,46409386.0,0.52038936,0.47961064,1.08502465
2024-04-24 13:00:00,27196372.0,32875412.0,0.45273122,0.54726878,0.8272557
2024-04-24 12:00:00,10316252.0,10753910.0,0.48961427,0.51038573,0.95930243
2024-04-24 11:00:00,6635484.0,6003345.0,0.52500782,0.47499218,1.1052978
2024-04-24 10:00:00,11408905.0,10999380.0,0.5091378,0.4908622,1.03723164
2024-04-24 09:00:00,7492230.0,10268652.0,0.42183885,0.57816115,0.72962157
2024-04-24 08:00:00,7807298.0,10511228.0,0.42619685,0.57380315,0.74275793
2024-04-24 07:00:00,6079387.0,5739103.0,0.51439626,0.48560374,1.05929219
2024-04-24 06:00:00,5186662.0,7415531.0,0.41156821,0.58843179,0.69943231
2024-04-24 05:00:00,3990466.0,7469706.0,0.34820298,0.65179702,0.53421995
2024-04-24 04:00:00,6417951.0,6692793.0,0.48951844,0.51048156,0.95893463
2024-04-24 03:00:00,5590131.0,3968880.0,0.58480224,0.41519776,1.40849081
2024-04-24 02:00:00,3470131.0,6225266.0,0.35791531,0.64208469,0.55742694
2024-04-24 01:00:00,6639607.0,4459120.0,0.5982314,0.4017686,1.48899491
2024-04-24 00:00:00,10393506.0,11233540.0,0.48057909,0.51942091,0.9252209
2024-04-23 23:00:00,3540066.0,3797600.0,0.48245123,0.51754877,0.93218506
2024-04-23 22:00:00,4239411.0,2685500.0,0.61219718,0.38780282,1.57863005
2024-04-23 21:00:00,3549895.0,3601315.0,0.4964048,0.5035952,0.98572188
2024-04-23 20:00:00,12169725.0,13507643.0,0.47394752,0.52605248,0.90095104
