datetime,long_liquidations,short_liquidations,long_liquidations_usd,short_liquidations_usd
2024-04-26 03:00:00,0.0,0.0,0.0,0.0
2024-04-26 02:00:00,0.0,0.0,0.0,0.0
2024-04-26 01:00:00,0.0,0.0,0.0,0.0
2024-04-26 00:00:00,0.0,0.0,0.0,0.0
2024-04-25 23:00:00,0.00155024,0.0,100.0,0.0
2024-04-25 22:00:00,0.0,0.0,0.0,0.0
2024-04-25 21:00:00,0.15762964,0.0,10200.0,0.0
2024-04-25 20:00:00,0.0,0.0,0.0,0.0
2024-04-25 19:00:00,0.0,0.0,0.0,0.0
2024-04-25 18:00:00,0.0,0.0,0.0,0.0
2024-04-25 17:00:00,0.0,0.0,0.0,0.0
2024-04-25 16:00:00,0.46871704,0.0,30000.0,0.0
2024-04-25 15:00:00,0.0,0.05002579,0.0,3200.0
2024-04-25 14:00:00,0.55243231,0.62798292,35000.0,40000.0
2024-04-25 13:00:00,2.43827458,0.0,153500.0,0.0
2024-04-25 12:00:00,3.57121572,0.0,226600.0,0.0
2024-04-25 11:00:00,0.0,0.0,0.0,0.0
2024-04-25 10:00:00,1.13841896,0.0,72200.0,0.0
2024-04-25 09:00:00,0.0,0.0,0.0,0.0
2024-04-25 08:00:00,0.18834621,0.0,12000.0,0.0
2024-04-25 07:00:00,0.91467765,0.0,58700.0,0.0
2024-04-25 06:00:00,0.0,0.0,0.0,0.0
2024-04-25 05:00:00,0.00156173,0.0,100.0,0.0
2024-04-25 04:00:00,0.0,0.0,0.0,0.0
2024-04-25 03:00:00,0.0,0.0,0.0,0.0
2024-04-25 02:00:00,0.0,0.0,0.0,0.0
2024-04-25 01:00:00,0.05435922,0.0,3500.0,0.0
2024-04-25 00:00:00,0.0,0.0,0.0,0.0
2024-04-24 23:00:00,0.53233933,0.0,34000.0,0.0
2024-04-24 22:00:00,0.0623184,0.0,4000.0,0.0
2024-04-24 21:00:00,0.0,0.0,0.0,0.0
2024-04-24 20:00:00,0.83205362,0.0,53000.0,0.0
2024-04-24 19:00:00,2.12974514,0.0,136100.0,0.0
2024-04-24 18:00:00,5.8265648,0.0,374900.0,0.0
2024-04-24 17:00:00,0.0,0.0,0.0,0.0
2024-04-24 16:00:00,0.8148037,0.0,52500.0,0.0
2024-04-24 15:00:00,4.27103803,0.0,276300.0,0.0
2024-04-24 14:00:00,8.79610498,0.0,576200.0,0.0
2024-04-24 13:00:00,2.50172724,0.0,165500.0,0.0
2024-04-24 12:00:00,0.0,0.286286,0.0,19100.0
2024-04-24 11:00:00,0.0,0.0,0.0,0.0
2024-04-24 10:00:00,0.0,0.0,0.0,0.0
2024-04-24 09:00:00,0.00150699,0.0,100.0,0.0
2024-04-24 08:00:00,0.0,0.0,0.0,0.0
2024-04-24 07:00:00,4.2191053,0.0,281100.0,0.0
2024-04-24 06:00:00,0.0,0.0,0.0,0.0
2024-04-24 05:00:00,0.02998815,0.0,2000.0,0.0
2024-04-24 04:00:00,0.0,0.0,0.0,0.0
2024-04-24 03:00:00,0.0,0.0,0.0,0.0
2024-04-24 02:00:00,0.0,0.0,0.0,0.0
2024-04-24 01:00:00,0.0,0.0,0.0,0.0
2024-04-24 00:00:00,0.0,0.0,0.0,0.0
2024-04-23 23:00:00,0.0045346,0.0,300.0,0.0
2024-04-23 22:00:00,0.0,0.0,0.0,0.0
2024-04-23 21:00:00,0.0,0.0,0.0,0.0
2024-04-23 20:00:00,0.02715155,0.0,1800.0,0.0
2024-04-23 19:00:00,0.06014631,0.0,4000.0,0.0
2024-04-23 18:00:00,1.19992201,0.0,80000.0,0.0
2024-04-23 17:00:00,0.0,0.0,0.0,0.0
2024-04-23 16:00:00,0.0,0.0,0.0,0.0
2024-04-23 15:00:00,0.0,0.0,0.0,0.0
2024-04-23 14:00:00,0.0,0.4484439,0.0,30000.0
2024-04-23 13:00:00,0.0,0.0,0.0,0.0
2024-04-23 12:00:00,0.02274795,0.0,1500.0,0.0
2024-04-23 11:00:00,0.40502907,0.0,26700.0,0.0
2024-04-23 10:00:00,0.0,0.0,0.0,0.0
2024-04-23 09:00:00,0.0,0.0,0.0,0.0
2024-04-23 08:00:00,0.0015146,0.0,100.0,0.0
2024-04-23 07:00:00,0.00755578,0.0,500.0,0.0
2024-04-23 06:00:00,0.0,0.0,0.0,0.0
2024-04-23 05:00:00,0.0,0.0,0.0,0.0
2024-04-23 04:00:00,9.88247258,0.0,654500.0,0.0
2024-04-23 03:00:00,0.0,0.0,0.0,0.0
2024-04-23 02:00:00,3.10089192,0.0,206600.0,0.0
2024-04-23 01:00:00,0.0,0.0,0.0,0.0
2024-04-23 00:00:00,0.0,0.0,0.0,0.0
2024-04-22 23:00:00,0.7912042,0.0,53000.0,0.0
2024-04-22 22:00:00,0.0,0.0,0.0,0.0
2024-04-22 21:00:00,0.0,0.0,0.0,0.0
2024-04-22 20:00:00,0.0,0.0,0.0,0.0
2024-04-22 19:00:00,0.90829588,0.0,60100.0,0.0
2024-04-22 18:00:00,0.00300693,0.0,200.0,0.0
2024-04-22 17:00:00,0.0,0.699768,0.0,46600.0
2024-04-22 16:00:00,0.0,0.0,0.0,0.0
2024-04-22 15:00:00,0.13691024,0.0,9000.0,0.0
2024-04-22 14:00:00,0.0,0.0,0.0,0.0
2024-04-22 13:00:00,0.2594555,0.0,17100.0,0.0
2024-04-22 12:00:00,0.00152185,0.0,100.0,0.0
2024-04-22 11:00:00,0.10013541,0.0,6600.0,0.0
2024-04-22 10:00:00,0.0,0.0,0.0,0.0
2024-04-22 09:00:00,0.01213601,0.0,800.0,0.0
2024-04-22 08:00:00,0.05753783,0.0,3800.0,0.0
2024-04-22 07:00:00,0.10444892,0.00451386,6900.0,300.0
2024-04-22 06:00:00,0.01509354,0.0,1000.0,0.0
2024-04-22 05:00:00,0.0,0.83368511,0.0,55200.0
2024-04-22 04:00:00,0.0,0.0,0.0,0.0
2024-04-22 03:00:00,0.0,13.24582437,0.0,873300.0
2024-04-22 02:00:00,0.0,0.0,0.0,0.0
2024-04-22 01:00:00,0.00772881,0.15574153,500.0,10200.0
2024-04-22 00:00:00,0.0,0.0,0.0,0.0
2024-04-21 23:00:00,0.0,0.0,0.0,0.0
2024-04-21 22:00:00,0.001548,0.0,100.0,0.0
2024-04-21 21:00:00,0.00154396,0.03078415,100.0,2000.0
2024-04-21 20:00:00,0.47927592,0.0,30900.0,0.0
2024-04-21 19:00:00,0.0,0.0,0.0,0.0
2024-04-21 18:00:00,0.0,0.0,0.0,0.0
2024-04-21 17:00:00,0.0,0.0,0.0,0.0
2024-04-21 16:00:00,4.45880207,0.0,287800.0,0.0
2024-04-21 15:00:00,0.0,0.0,0.0,0.0
2024-04-21 14:00:00,0.0,0.0,0.0,0.0
2024-04-21 13:00:00,0.0107894,0.0,700.0,0.0
2024-04-21 12:00:00,0.16899937,0.0,11000.0,0.0
2024-04-21 11:00:00,0.0,0.0,0.0,0.0
2024-04-21 10:00:00,0.0,0.0,0.0,0.0
2024-04-21 09:00:00,0.0,0.0,0.0,0.0
2024-04-21 08:00:00,0.0,0.0,0.0,0.0
2024-04-21 07:00:00,0.0,0.0,0.0,0.0
2024-04-21 06:00:00,0.0,0.0,0.0,0.0
2024-04-21 05:00:00,0.0,0.0,0.0,0.0
2024-04-21 04:00:00,0.0030769,0.0,200.0,0.0
2024-04-21 03:00:00,0.4736502,0.05652868,31000.0,3700.0
2024-04-21 02:00:00,0.0,0.0,0.0,0.0
2024-04-21 01:00:00,0.0,0.0,0.0,0.0
2024-04-21 00:00:00,0.0,0.0,0.0,0.0
2024-04-20 23:00:00,0.0,0.0,0.0,0.0
2024-04-20 22:00:00,0.0,0.0,0.0,0.0
2024-04-20 21:00:00,0.0,0.0,0.0,0.0
2024-04-20 20:00:00,0.14664016,0.0,9500.0,0.0
2024-04-20 19:00:00,0.02313637,0.0,1500.0,0.0
2024-04-20 18:00:00,0.47993931,0.0,31200.0,0.0
2024-04-20 17:00:00,0.03065463,0.1980418,2000.0,12900.0
2024-04-20 16:00:00,0.07710041,0.0,5000.0,0.0
2024-04-20 15:00:00,0.0,2.64610292,0.0,170800.0
2024-04-20 14:00:00,0.0,0.0,0.0,0.0
2024-04-20 13:00:00,0.0,0.28730697,0.0,18400.0
2024-04-20 12:00:00,0.0,0.0,0.0,0.0
2024-04-20 11:00:00,0.01570475,0.01096723,1000.0,700.0
2024-04-20 10:00:00,0.0,0.0,0.0,0.0
2024-04-20 09:00:00,0.02049448,0.0,1300.0,0.0
2024-04-20 08:00:00,0.43952977,0.0,28000.0,0.0
2024-04-20 07:00:00,0.0,0.0,0.0,0.0
2024-04-20 06:00:00,0.0,0.0,0.0,0.0
2024-04-20 05:00:00,0.0,0.0,0.0,0.0
2024-04-20 04:00:00,0.0,0.0,0.0,0.0
2024-04-20 03:00:00,0.0,0.0,0.0,0.0
2024-04-20 02:00:00,0.0,0.0,0.0,0.0
2024-04-20 01:00:00,0.14565494,0.0,9200.0,0.0
2024-04-20 00:00:00,0.0,0.0,0.0,0.0
2024-04-19 23:00:00,0.16794862,0.0,10700.0,0.0
