datetime,open_interest
2024-04-26 11:00:00,4494936835.9264
2024-04-26 10:00:00,4475609014.031
2024-04-26 09:00:00,4478780367.0511
2024-04-26 08:00:00,4473393385.5145
2024-04-26 07:00:00,4478387237.7208
2024-04-26 06:00:00,4549246729.6009
2024-04-26 05:00:00,4561118242.1892
2024-04-26 04:00:00,4456046982.9533
2024-04-26 03:00:00,4466482215.2978
2024-04-26 02:00:00,4463384411.517099
2024-04-26 01:00:00,4448771671.599199
2024-04-26 00:00:00,4447366346.1472
2024-04-25 23:00:00,4432868862.8919
2024-04-25 22:00:00,4456834389.0459
2024-04-25 21:00:00,4464485163.1
2024-04-25 20:00:00,4514391100.559999
2024-04-25 19:00:00,4596056149.9349
2024-04-25 18:00:00,4608665113.084
2024-04-25 17:00:00,4598306572.961
2024-04-25 16:00:00,4631562961.5348
2024-04-25 15:00:00,4507796434.12
2024-04-25 14:00:00,4506219330.2364
2024-04-25 13:00:00,4513850753.974
2024-04-25 12:00:00,4452012196.4565
2024-04-25 11:00:00,4477710268.1824
2024-04-25 10:00:00,4457046259.6636
2024-04-25 09:00:00,4497132214.915001
2024-04-25 08:00:00,4489064063.898
2024-04-25 07:00:00,4493873668.4509
2024-04-25 06:00:00,4553793498.3302
2024-04-25 05:00:00,4546557057.314
2024-04-25 04:00:00,4491941355.5182
2024-04-25 03:00:00,4476752436.923401
2024-04-25 02:00:00,4494043819.198
2024-04-25 01:00:00,4477067100.9558
2024-04-25 00:00:00,4502348836.9765005
2024-04-24 23:00:00,4502975428.6676
2024-04-24 22:00:00,4496401121.5
2024-04-24 21:00:00,4513014806.464399
2024-04-24 20:00:00,4497410766.264
2024-04-24 19:00:00,4484068371.7560005
2024-04-24 18:00:00,4521600565.6353
2024-04-24 17:00:00,4616387607.8619
2024-04-24 16:00:00,4611565384.4044
2024-04-24 15:00:00,4572279877.942
2024-04-24 14:00:00,4572220029.4783
2024-04-24 13:00:00,4604684615.9972
2024-04-24 12:00:00,4602764685.1497
2024-04-24 11:00:00,4610528487.512
2024-04-24 10:00:00,4565854544.5408
2024-04-24 09:00:00,4549582935.5564
2024-04-24 08:00:00,4586606421.2114
2024-04-24 07:00:00,4591972138.8973
2024-04-24 06:00:00,4573101989.716001
2024-04-24 05:00:00,4573033643.6084
2024-04-24 04:00:00,4565920782.91
2024-04-24 03:00:00,4546788606.4754
2024-04-24 02:00:00,4544288419.393001
2024-04-24 01:00:00,4523299247.5856
2024-04-24 00:00:00,4479155571.0108
2024-04-23 23:00:00,4471416052.5246
2024-04-23 22:00:00,4474814076.734
2024-04-23 21:00:00,4465633633.8601
2024-04-23 20:00:00,4468398608.032
2024-04-23 19:00:00,4483842795.2822
2024-04-23 18:00:00,4522791079.086
2024-04-23 17:00:00,4515654691.3463
2024-04-23 16:00:00,4518491748.087
2024-04-23 15:00:00,4491900279.479401
2024-04-23 14:00:00,4556510690.346201
2024-04-23 13:00:00,4578615514.3014
2024-04-23 12:00:00,4519329828.0952
2024-04-23 11:00:00,4519631814.6
2024-04-23 10:00:00,4518651551.3556
2024-04-23 09:00:00,4508921469.5548
2024-04-23 08:00:00,4537448719.158501
2024-04-23 07:00:00,4529893624.448
2024-04-23 06:00:00,4488919743.565399
2024-04-23 05:00:00,4502064345.619801
2024-04-23 04:00:00,4498101638.850399
2024-04-23 03:00:00,4500534473.7932
2024-04-23 02:00:00,4495623424.4088
2024-04-23 01:00:00,4502654842.925699
2024-04-23 00:00:00,4509516728.657
2024-04-22 23:00:00,4480330540.930901
2024-04-22 22:00:00,4438495418.9939
2024-04-22 21:00:00,4425464682.29
2024-04-22 20:00:00,4422406130.472
2024-04-22 19:00:00,4433053972.3764
2024-04-22 18:00:00,4453061595.1942
2024-04-22 17:00:00,4467813824.0516
2024-04-22 16:00:00,4397226933.496
2024-04-22 15:00:00,4372581972.7114
2024-04-22 14:00:00,4415538587.776199
2024-04-22 13:00:00,4396243194.531
2024-04-22 12:00:00,4425726811.7824
2024-04-22 11:00:00,4400081555.784
2024-04-22 10:00:00,4443073242.4284
2024-04-22 09:00:00,4439506161.11
2024-04-22 08:00:00,4438342943.6408
2024-04-22 07:00:00,4429849224.35
2024-04-22 06:00:00,4444160365.4578
2024-04-22 05:00:00,4433878003.7356
2024-04-22 04:00:00,4359173426.712
2024-04-22 03:00:00,4328905901.9048
2024-04-22 02:00:00,4313231825.440001
2024-04-22 01:00:00,4292939464.0695
2024-04-22 00:00:00,4284731387.888
2024-04-21 23:00:00,4273559649.525
2024-04-21 22:00:00,4277803097.9472
2024-04-21 21:00:00,4282994447.3178
2024-04-21 20:00:00,4305745147.4255
2024-04-21 19:00:00,4321781753.732
2024-04-21 18:00:00,4349896098.0735
2024-04-21 17:00:00,4334918884.7425
2024-04-21 16:00:00,4322573173.8394
2024-04-21 15:00:00,4347959211.7742
2024-04-21 14:00:00,4344904837.1008
2024-04-21 13:00:00,4360411518.5385
2024-04-21 12:00:00,4351457742.6105
2024-04-21 11:00:00,4358152607.214001
2024-04-21 10:00:00,4346564963.119
2024-04-21 09:00:00,4362538814.59
2024-04-21 08:00:00,4351070958.304
2024-04-21 07:00:00,4345270866.375
2024-04-21 06:00:00,4327888550.7604
2024-04-21 05:00:00,4322841769.227301
2024-04-21 04:00:00,4316019264.312799
2024-04-21 03:00:00,4320408410.4447
2024-04-21 02:00:00,4327050291.234
2024-04-21 01:00:00,4298686433.388901
2024-04-21 00:00:00,4280137180.518
2024-04-20 23:00:00,4284363315.0356
2024-04-20 22:00:00,4261771549.538
2024-04-20 21:00:00,4267039678.0476
2024-04-20 20:00:00,4246180016.5
2024-04-20 19:00:00,4272431755.2596
2024-04-20 18:00:00,4237308233.589
2024-04-20 17:00:00,4250684777.18
2024-04-20 16:00:00,4236635217.4977
2024-04-20 15:00:00,4217896088.8076
2024-04-20 14:00:00,4170991544.6
2024-04-20 13:00:00,4162535897.45
2024-04-20 12:00:00,4141843553.1
2024-04-20 11:00:00,4118250053.603
2024-04-20 10:00:00,4097191557.5122
2024-04-20 09:00:00,4117733688.5925
2024-04-20 08:00:00,4150675486.4936
2024-04-20 07:00:00,4184233010.68
2024-04-20 06:00:00,4177886132.8977
2024-04-20 05:00:00,4167338040.9504
2024-04-20 04:00:00,4153238139.88
2024-04-20 03:00:00,4181534258.0374
2024-04-20 02:00:00,4174162926.4742
2024-04-20 01:00:00,4164270950.9878
