datetime,long_liquidations,short_liquidations,long_liquidations_usd,short_liquidations_usd
2024-04-26 04:00:00,0.0,0.0,0.0,0.0
2024-04-26 03:00:00,0.0,0.0,0.0,0.0
2024-04-26 02:00:00,0.0,0.0,0.0,0.0
2024-04-26 01:00:00,0.0062429999999999,0.035598,400.0,2300.0
2024-04-26 00:00:00,0.001562,0.0,100.0,0.0
2024-04-25 23:00:00,0.0,0.0,0.0,0.0
2024-04-25 22:00:00,0.20276,0.0,13100.0,0.0
2024-04-25 21:00:00,0.0,0.411016,0.0,26900.0
2024-04-25 20:00:00,0.0,0.0,0.0,0.0
2024-04-25 19:00:00,0.0,0.0,0.0,0.0
2024-04-25 18:00:00,0.010858,0.007692,700.0,500.0
2024-04-25 17:00:00,0.0,0.082137,0.0,5300.0
2024-04-25 16:00:00,0.0,0.060696,0.0,3900.0
2024-04-25 15:00:00,0.0,0.221399,0.0,14200.0
2024-04-25 14:00:00,0.0,0.265493,0.0,16900.0
2024-04-25 13:00:00,27.388017,0.0,1727500.0,0.0
2024-04-25 12:00:00,0.854206,0.311348,54300.0,20000.0
2024-04-25 11:00:00,0.0,0.1028,0.0,6600.0
2024-04-25 10:00:00,6.236056,0.0,394700.0,0.0
2024-04-25 09:00:00,0.0,0.0,0.0,0.0
2024-04-25 08:00:00,0.0,0.0,0.0,0.0
2024-04-25 07:00:00,0.043744,0.0,2800.0,0.0
2024-04-25 06:00:00,0.0,0.0,0.0,0.0
2024-04-25 05:00:00,0.0,0.0,0.0,0.0
2024-04-25 04:00:00,0.0,0.0,0.0,0.0
2024-04-25 03:00:00,0.0,0.0,0.0,0.0
2024-04-25 02:00:00,0.195825,0.0,12500.0,0.0
2024-04-25 01:00:00,0.215384,0.0,13800.0,0.0
2024-04-25 00:00:00,0.0,0.0711779999999999,0.0,4600.0
2024-04-24 23:00:00,0.0,0.0,0.0,0.0
2024-04-24 22:00:00,0.0,0.0,0.0,0.0
2024-04-24 21:00:00,0.0,0.0,0.0,0.0
2024-04-24 20:00:00,6.612857,0.0,420400.0,0.0
