datetime,long_liquidations,short_liquidations,long_liquidations_usd,short_liquidations_usd
2024-04-25 02:00:00,0.0,0.0,0.0,0.0
2024-04-25 01:00:00,0.27079141,0.0,17400.0,0.0
2024-04-25 00:00:00,0.0,0.0,0.0,0.0
2024-04-24 23:00:00,0.0,0.08520976,0.0,5500.0
2024-04-24 22:00:00,0.0,0.0,0.0,0.0
2024-04-24 21:00:00,0.0,0.0,0.0,0.0
2024-04-24 20:00:00,0.12305488,0.0,7800.0,0.0
2024-04-24 19:00:00,0.38640944,0.7183908,24600.0,46200.0
2024-04-24 18:00:00,0.0467648,0.0,3000.0,0.0
2024-04-24 17:00:00,0.0,0.0,0.0,0.0
2024-04-24 16:00:00,0.1446386,0.01076903,9300.0,700.0
2024-04-24 15:00:00,0.0,0.0,0.0,0.0
2024-04-24 14:00:00,4.28474534,0.0,278200.0,0.0
2024-04-24 13:00:00,0.01977472,0.0,1300.0,0.0
2024-04-24 12:00:00,0.0,0.0,0.0,0.0
2024-04-24 11:00:00,0.0,0.0,0.0,0.0
2024-04-24 10:00:00,0.00757842,0.0,500.0,0.0
2024-04-24 09:00:00,2.23850347,0.0,148000.0,0.0
2024-04-24 08:00:00,0.0,0.0,0.0,0.0
2024-04-24 07:00:00,0.0,0.0,0.0,0.0
2024-04-24 06:00:00,0.0,0.0,0.0,0.0
2024-04-24 05:00:00,0.0,0.0,0.0,0.0
2024-04-24 04:00:00,0.0,0.0,0.0,0.0
2024-04-24 03:00:00,0.0,0.0,0.0,0.0
2024-04-24 02:00:00,0.0,0.0,0.0,0.0
2024-04-24 01:00:00,0.0,0.0,0.0,0.0
2024-04-24 00:00:00,0.0,0.0044945,0.0,300.0
2024-04-23 23:00:00,0.0,0.0,0.0,0.0
2024-04-23 22:00:00,0.0,0.0,0.0,0.0
2024-04-23 21:00:00,0.0,0.0,0.0,0.0
2024-04-23 20:00:00,0.00151584,0.0,100.0,0.0
2024-04-23 19:00:00,0.0,0.0,0.0,0.0
2024-04-23 18:00:00,0.0,0.0,0.0,0.0
2024-04-23 17:00:00,0.0,0.0,0.0,0.0
2024-04-23 16:00:00,0.0,0.0,0.0,0.0
2024-04-23 15:00:00,0.0,0.0,0.0,0.0
2024-04-23 14:00:00,0.0,0.17736654,0.0,11900.0
2024-04-23 13:00:00,0.0,0.0,0.0,0.0
2024-04-23 12:00:00,0.0,0.0,0.0,0.0
2024-04-23 11:00:00,1.08569751,0.0,71200.0,0.0
2024-04-23 10:00:00,0.0,0.0,0.0,0.0
2024-04-23 09:00:00,0.0,0.0,0.0,0.0
2024-04-23 08:00:00,0.10928829,0.0,7200.0,0.0
