datetime,open_interest
2024-04-26 12:00:00,42898400.00007014
2024-04-26 11:00:00,42989399.99979437
2024-04-26 10:00:00,43043499.99996205
2024-04-26 09:00:00,43010700.000163816
2024-04-26 08:00:00,43029900.000151046
2024-04-26 07:00:00,42919499.99982076
2024-04-26 06:00:00,42666400.00026029
2024-04-26 05:00:00,42771799.999833584
2024-04-26 04:00:00,42750700.00000184
2024-04-26 03:00:00,42812600.00005535
2024-04-26 02:00:00,42843619.10804797
2024-04-26 01:00:00,42619500.00011814
2024-04-26 00:00:00,42768400.00002845
2024-04-25 23:00:00,42491899.99994224
2024-04-25 22:00:00,42505299.99994148
2024-04-25 21:00:00,42481599.99980048
2024-04-25 20:00:00,42562899.99975725
2024-04-25 19:00:00,42496699.99980585
2024-04-25 18:00:00,42491500.000231504
2024-04-25 17:00:00,42560299.999795526
2024-04-25 16:00:00,42487099.99971644
2024-04-25 15:00:00,42681999.99979305
2024-04-25 14:00:00,42522100.000016175
2024-04-25 13:00:00,42789900.00008559
2024-04-25 12:00:00,43203251.24613695
2024-04-25 11:00:00,43430000.00008278
2024-04-25 10:00:00,42345999.99984007
2024-04-25 09:00:00,42963099.9997136
2024-04-25 08:00:00,42981799.99991357
2024-04-25 07:00:00,42972217.19709347
2024-04-25 06:00:00,41631699.999828175
2024-04-25 05:00:00,41650100.00009514
2024-04-25 04:00:00,41692500.00019482
2024-04-25 03:00:00,41746199.999687545
2024-04-25 02:00:00,41672200.00005972
2024-04-25 01:00:00,41716091.67717295
2024-04-25 00:00:00,41939199.99979637
2024-04-24 23:00:00,41552000.000022665
2024-04-24 22:00:00,41530200.000145055
2024-04-24 21:00:00,41541599.99996124
2024-04-24 20:00:00,41573745.348598376
2024-04-24 19:00:00,41638000.00011003
2024-04-24 18:00:00,41781200.0001577
2024-04-24 17:00:00,41867800.00023276
2024-04-24 16:00:00,41335500.00027181
2024-04-24 15:00:00,41242300.00002522
2024-04-24 14:00:00,41384599.99999301
2024-04-24 13:00:00,40585100.00027875
2024-04-24 12:00:00,40733200.000072
2024-04-24 11:00:00,40664499.99996354
2024-04-24 10:00:00,40693500.0001259
2024-04-24 09:00:00,40680599.99968876
2024-04-24 08:00:00,40919000.00002132
2024-04-24 07:00:00,41040899.99976382
2024-04-24 06:00:00,41156900.00015463
2024-04-24 05:00:00,41237199.99992142
2024-04-24 04:00:00,41323800.00015968
2024-04-24 03:00:00,41431800.00029205
2024-04-24 02:00:00,41492499.99967236
2024-04-24 01:00:00,41542699.999946505
2024-04-24 00:00:00,41539399.99969531
2024-04-23 23:00:00,41657100.000199445
2024-04-23 22:00:00,41632500.00026232
2024-04-23 21:00:00,41653399.999722384
2024-04-23 20:00:00,41643000.00004722
2024-04-23 19:00:00,41710200.00018173
2024-04-23 18:00:00,41662900.000013456
2024-04-23 17:00:00,41829000.00011897
2024-04-23 16:00:00,41836199.99974924
2024-04-23 15:00:00,41920699.999958925
2024-04-23 14:00:00,41936600.00016524
2024-04-23 13:00:00,41836300.00027353
2024-04-23 12:00:00,41707100.00002336
2024-04-23 11:00:00,41680100.0002155
2024-04-23 10:00:00,41738400.00000648
2024-04-23 09:00:00,41738699.999939
2024-04-23 08:00:00,41807400.00002822
2024-04-23 07:00:00,41868500.00000892
2024-04-23 06:00:00,42018500.0002887
2024-04-23 05:00:00,42031500.00014301
2024-04-23 04:00:00,42124199.99967034
2024-04-23 03:00:00,42209599.9999445
2024-04-23 02:00:00,42358300.000192486
2024-04-23 01:00:00,42482200.00012217
2024-04-23 00:00:00,42659500.00015761
2024-04-22 23:00:00,42690799.999715485
2024-04-22 22:00:00,42674299.99998228
2024-04-22 21:00:00,42917900.00020869
2024-04-22 20:00:00,42810699.99973725
2024-04-22 19:00:00,42728400.00019302
2024-04-22 18:00:00,42476600.00020079
2024-04-22 17:00:00,42461800.00019297
2024-04-22 16:00:00,42570599.99989692
2024-04-22 15:00:00,42363800.000213526
2024-04-22 14:00:00,41842200.00013392
2024-04-22 13:00:00,41859700.00017566
2024-04-22 12:00:00,41711799.99969616
2024-04-22 11:00:00,41736700.00017553
2024-04-22 10:00:00,41699399.99992121
2024-04-22 09:00:00,41699900.000088416
2024-04-22 08:00:00,41738799.99986901
2024-04-22 07:00:00,41779800.000202
2024-04-22 06:00:00,41785699.9997754
2024-04-22 05:00:00,42358200.00031393
2024-04-22 04:00:00,42403099.99992897
2024-04-22 03:00:00,42522999.99967216
2024-04-22 02:00:00,42773899.99980304
2024-04-22 01:00:00,42818899.99980079
2024-04-22 00:00:00,42709800.00029251
2024-04-21 23:00:00,42775900.00022591
2024-04-21 22:00:00,42794699.99974554
2024-04-21 21:00:00,42706599.999927625
2024-04-21 20:00:00,42569200.000196666
2024-04-21 19:00:00,42405199.99998011
2024-04-21 18:00:00,42402599.99979348
2024-04-21 17:00:00,42355600.00014445
2024-04-21 16:00:00,42363299.99981921
2024-04-21 15:00:00,42392799.99985899
2024-04-21 14:00:00,42471399.99969051
2024-04-21 13:00:00,42398299.99977672
2024-04-21 12:00:00,42401300.00031247
2024-04-21 11:00:00,42408899.99981652
2024-04-21 10:00:00,42452200.00007141
2024-04-21 09:00:00,42443799.99975544
2024-04-21 08:00:00,42432199.99974547
2024-04-21 07:00:00,42452099.9998673
2024-04-21 06:00:00,42624300.00020609
2024-04-21 05:00:00,42633500.000007175
2024-04-21 04:00:00,42665600.00015553
2024-04-21 03:00:00,42683000.00001648
2024-04-21 02:00:00,42993499.99979024
2024-04-21 01:00:00,42985500.000247695
2024-04-21 00:00:00,43187933.31123728
2024-04-20 23:00:00,43290100.00023189
