datetime,funding_rates
2024-04-26 04:00:00,0.00616852
2024-04-26 03:00:00,0.00486678
2024-04-26 02:00:00,0.00429732
2024-04-26 01:00:00,0.00401783
2024-04-26 00:00:00,0.00256243
2024-04-25 23:00:00,0.00073888
2024-04-25 22:00:00,-0.00011322
2024-04-25 21:00:00,0.00035312
2024-04-25 20:00:00,0.00150658
2024-04-25 19:00:00,0.0008206
2024-04-25 18:00:00,0.00011027
2024-04-25 17:00:00,-0.00138318
2024-04-25 16:00:00,-0.00013218
2024-04-25 15:00:00,0.00273918
2024-04-25 14:00:00,0.00553613
2024-04-25 13:00:00,0.00802773
2024-04-25 12:00:00,0.00995058
2024-04-25 11:00:00,0.00996587
2024-04-25 10:00:00,0.0088468
2024-04-25 09:00:00,0.00758118
2024-04-25 08:00:00,0.00507183
2024-04-25 07:00:00,0.0040286
2024-04-25 06:00:00,0.0033757
2024-04-25 05:00:00,0.00261657
2024-04-25 04:00:00,0.00178855
2024-04-25 03:00:00,0.00105935
2024-04-25 02:00:00,0.0015275
2024-04-25 01:00:00,0.0030479
2024-04-25 00:00:00,0.00561837
2024-04-24 23:00:00,0.0083197
2024-04-24 22:00:00,0.00990358
2024-04-24 21:00:00,0.01
2024-04-24 20:00:00,0.00996242
2024-04-24 19:00:00,0.0088624
2024-04-24 18:00:00,0.00820673
2024-04-24 17:00:00,0.00902648
2024-04-24 16:00:00,0.00859422
2024-04-24 15:00:00,0.00584467
2024-04-24 14:00:00,0.00339102
2024-04-24 13:00:00,0.00263312
2024-04-24 12:00:00,0.00362847
2024-04-24 11:00:00,0.00394542
2024-04-24 10:00:00,0.00417523
2024-04-24 09:00:00,0.00489852
2024-04-24 08:00:00,0.00517075
2024-04-24 07:00:00,0.00566283
2024-04-24 06:00:00,0.0048993
2024-04-24 05:00:00,0.00427653
2024-04-24 04:00:00,0.00306407
2024-04-24 03:00:00,0.00184808
2024-04-24 02:00:00,0.00093337
2024-04-24 01:00:00,0.00148095
2024-04-24 00:00:00,0.00134728
2024-04-23 23:00:00,0.00174585
2024-04-23 22:00:00,0.0022949
2024-04-23 21:00:00,0.00155223
2024-04-23 20:00:00,0.00198927
2024-04-23 19:00:00,0.00150167
2024-04-23 18:00:00,0.00075113
2024-04-23 17:00:00,-3.04e-05
2024-04-23 16:00:00,-0.00113795
2024-04-23 15:00:00,-0.0002231
2024-04-23 14:00:00,0.00229908
2024-04-23 13:00:00,0.00521198
2024-04-23 12:00:00,0.00579532
2024-04-23 11:00:00,0.00634935
2024-04-23 10:00:00,0.0067271
2024-04-23 09:00:00,0.0062236
2024-04-23 08:00:00,0.00610112
2024-04-23 07:00:00,0.00475515
2024-04-23 06:00:00,0.00366253
2024-04-23 05:00:00,0.00212937
2024-04-23 04:00:00,0.00036412
2024-04-23 03:00:00,-0.0014775
2024-04-23 02:00:00,-0.00153413
2024-04-23 01:00:00,-0.0015968
2024-04-23 00:00:00,-0.00167612
