datetime,funding_rates
2024-04-25 00:00:00,0.00941056
2024-04-24 23:00:00,0.00914753
2024-04-24 22:00:00,0.00916114
2024-04-24 21:00:00,0.00873548
2024-04-24 20:00:00,0.00768174
2024-04-24 19:00:00,0.00736497
2024-04-24 18:00:00,0.00626845
2024-04-24 17:00:00,0.00642173
2024-04-24 16:00:00,0.00580159
2024-04-24 15:00:00,0.00442912
2024-04-24 14:00:00,0.00414258
2024-04-24 13:00:00,0.00405344
2024-04-24 12:00:00,0.00502935
2024-04-24 11:00:00,0.00558056
2024-04-24 10:00:00,0.0063077
2024-04-24 09:00:00,0.00714744
2024-04-24 08:00:00,0.00794294
2024-04-24 07:00:00,0.00831494
2024-04-24 06:00:00,0.00799439
2024-04-24 05:00:00,0.00789769
2024-04-24 04:00:00,0.00698498
2024-04-24 03:00:00,0.00442424
2024-04-24 02:00:00,0.00371073
2024-04-24 01:00:00,0.00359671
2024-04-24 00:00:00,0.00335393
2024-04-23 23:00:00,0.00309896
2024-04-23 22:00:00,0.00321815
2024-04-23 21:00:00,0.00336266
2024-04-23 20:00:00,0.00412169
2024-04-23 19:00:00,0.0028953
2024-04-23 18:00:00,0.00303876
2024-04-23 17:00:00,0.00211388
2024-04-23 16:00:00,0.00040012
2024-04-23 15:00:00,0.00135001
2024-04-23 14:00:00,0.00175191
2024-04-23 13:00:00,0.00222891
2024-04-23 12:00:00,0.00195775
2024-04-23 11:00:00,0.00253178
2024-04-23 10:00:00,0.00244596
2024-04-23 09:00:00,0.00204693
2024-04-23 08:00:00,0.00195442
2024-04-23 07:00:00,-0.00177494
2024-04-23 06:00:00,-0.00389141
2024-04-23 05:00:00,-0.00685168
2024-04-23 04:00:00,-0.00839934
2024-04-23 03:00:00,-0.00628824
2024-04-23 02:00:00,-0.00532723
2024-04-23 01:00:00,-0.00566922
2024-04-23 00:00:00,-0.00570425
2024-04-22 23:00:00,-0.00048575
2024-04-22 22:00:00,-0.00061339
2024-04-22 21:00:00,-0.00048664
2024-04-22 20:00:00,0.00021181
2024-04-22 19:00:00,0.00268279
2024-04-22 18:00:00,0.00233509
2024-04-22 17:00:00,0.00235133
2024-04-22 16:00:00,0.00232119
2024-04-22 15:00:00,0.00217174
2024-04-22 14:00:00,0.00325268
2024-04-22 13:00:00,0.00452956
2024-04-22 12:00:00,0.00521077
2024-04-22 11:00:00,0.0059169
2024-04-22 10:00:00,0.00668966
2024-04-22 09:00:00,0.00699641
2024-04-22 08:00:00,0.00685455
2024-04-22 07:00:00,0.00693795
2024-04-22 06:00:00,0.00727433
2024-04-22 05:00:00,0.00727468
2024-04-22 04:00:00,0.00710801
2024-04-22 03:00:00,0.00660983
2024-04-22 02:00:00,0.00644547
2024-04-22 01:00:00,0.0064115
2024-04-22 00:00:00,0.00624561
2024-04-21 23:00:00,0.0061544
2024-04-21 22:00:00,0.00652603
2024-04-21 21:00:00,0.00704429
2024-04-21 20:00:00,0.00723359
2024-04-21 19:00:00,0.00497333
2024-04-21 18:00:00,0.00458941
2024-04-21 17:00:00,0.00345104
2024-04-21 16:00:00,0.00065053
2024-04-21 15:00:00,0.00172265
2024-04-21 14:00:00,0.00174653
2024-04-21 13:00:00,0.0020099
2024-04-21 12:00:00,0.00171781
2024-04-21 11:00:00,0.00111923
