datetime,taker_buy_volume,taker_sell_volume,taker_buy_ratio,taker_sell_ratio,taker_buy_sell_ratio
2024-04-26 11:00:00,7048300.0,5741300.0,0.5510962,0.4489038,1.22764879
2024-04-26 10:00:00,11381200.0,23753100.0,0.32393416,0.67606584,0.47914588
2024-04-26 09:00:00,11489900.0,13809500.0,0.45415702,0.54584298,0.83202868
2024-04-26 08:00:00,11147900.0,11813700.0,0.48550188,0.51449812,0.9436417
2024-04-26 07:00:00,24943300.0,23940600.0,0.51025593,0.48974407,1.04188283
2024-04-26 06:00:00,9931300.0,13128500.0,0.43067589,0.56932411,0.75646875
2024-04-26 05:00:00,15754300.0,13867900.0,0.53184098,0.46815902,1.13602636
2024-04-26 04:00:00,10308200.0,13434700.0,0.43415926,0.56584074,0.76728174
2024-04-26 03:00:00,10279900.0,9305000.0,0.52488907,0.47511093,1.10477163
2024-04-26 02:00:00,18724900.0,12148100.0,0.60651378,0.39348622,1.54138507
2024-04-26 01:00:00,29685700.0,26594700.0,0.52746071,0.47253929,1.11622617
2024-04-26 00:00:00,17478400.0,19247200.0,0.47591871,0.52408129,0.90810092
2024-04-25 23:00:00,9273000.0,14404600.0,0.39163598,0.60836402,0.64375269
2024-04-25 22:00:00,9605000.0,9624000.0,0.49950595,0.50049405,0.99802577
2024-04-25 21:00:00,16792900.0,15828900.0,0.5147754,0.4852246,1.06090126
2024-04-25 20:00:00,15127700.0,14265900.0,0.51465965,0.48534035,1.06040979
2024-04-25 19:00:00,10968800.0,11385600.0,0.49067745,0.50932255,0.96339236
2024-04-25 18:00:00,26112700.0,27909300.0,0.48337159,0.51662841,0.93562719
2024-04-25 17:00:00,37740300.0,34308800.0,0.52381362,0.47618638,1.10001807
2024-04-25 16:00:00,31719600.0,24485600.0,0.56435348,0.43564652,1.29543895
2024-04-25 15:00:00,40571600.0,32366800.0,0.55624472,0.44375528,1.25349432
2024-04-25 14:00:00,41111300.0,33780700.0,0.54894114,0.45105886,1.21700557
2024-04-25 13:00:00,76566100.0,82854800.0,0.48027643,0.51972357,0.92409975
2024-04-25 12:00:00,47526400.0,54294700.0,0.46676377,0.53323623,0.87534142
2024-04-25 11:00:00,20840700.0,16742200.0,0.55452613,0.44547387,1.24480056
2024-04-25 10:00:00,46302700.0,58019600.0,0.44384278,0.55615722,0.79805273
2024-04-25 09:00:00,13452500.0,17798900.0,0.43046072,0.56953928,0.75580513
2024-04-25 08:00:00,20237000.0,22847100.0,0.46970924,0.53029076,0.88575793
2024-04-25 07:00:00,19297900.0,34798600.0,0.35673103,0.64326897,0.55455967
2024-04-25 06:00:00,6289100.0,6098800.0,0.50768088,0.49231912,1.03120286
2024-04-25 05:00:00,9185800.0,12325100.0,0.42703002,0.57296998,0.74529213
2024-04-25 04:00:00,9738400.0,10660500.0,0.47739829,0.52260171,0.91350312
2024-04-25 03:00:00,8120800.0,9469800.0,0.46165566,0.53834434,0.85754715
2024-04-25 02:00:00,18571800.0,14688200.0,0.55838244,0.44161756,1.26440272
2024-04-25 01:00:00,18212800.0,22877500.0,0.44323843,0.55676157,0.79610097
2024-04-25 00:00:00,12965700.0,12624000.0,0.50667651,0.49332349,1.02706749
2024-04-24 23:00:00,22257800.0,17746900.0,0.55637963,0.44362037,1.2541796
2024-04-24 22:00:00,12212300.0,13652500.0,0.47215907,0.52784093,0.89451016
2024-04-24 21:00:00,17257900.0,9808800.0,0.63760636,0.36239364,1.75943031
2024-04-24 20:00:00,28064500.0,27127800.0,0.50848579,0.49151421,1.03452915
2024-04-24 19:00:00,36709400.0,33313600.0,0.52424775,0.47575225,1.10193435
2024-04-24 18:00:00,26688100.0,28916900.0,0.47995864,0.52004136,0.92292396
2024-04-24 17:00:00,17548800.0,18828400.0,0.48241206,0.51758794,0.93203883
2024-04-24 16:00:00,42893900.0,31935900.0,0.57321949,0.42678051,1.34312482
2024-04-24 15:00:00,54082100.0,56247800.0,0.49018534,0.50981466,0.96149716
2024-04-24 14:00:00,82738700.0,92680800.0,0.47166193,0.52833807,0.89272751
2024-04-24 13:00:00,40421100.0,43161100.0,0.48360895,0.51639105,0.93651691
2024-04-24 12:00:00,10981700.0,13504300.0,0.44848893,0.55151107,0.81320024
2024-04-24 11:00:00,23899000.0,14052600.0,0.62972312,0.37027688,1.70068172
2024-04-24 10:00:00,19953800.0,15044100.0,0.57014278,0.42985722,1.32635385
